도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
멋진 신세계,,20150612,소설,13800,9.5,400,1,6,48,1
부의 인문학,슈퍼리치의 서재에서 찾아낸 부자의 길,20191004,경제/경영,15000,8.7,294,1,6,49,1
해커스 토익 스타트 리딩(Reading) RC(2020)(개정판 4판),초보를 위한 토익 입문서,20200220,외국어,14900,9.5,580,0,13,50,1
내일의 부. 2: 오메가편,세상에서 가장 빨리 99.9% 부자 되는 법!,20200220,경제/경영,16000,9.4,328,1,14,51,1
일의 기쁨과 슬픔,장류진 소설집,20191025,소설,14000,9.2,236,0,9,52,1
시작의 기술(양장본 HardCover),침대에 누워 걱정만 하는 게으른 완벽주의자를 위한 7가지 무기,20190417,자기계발,16000,9.2,227,1,6,53,1
나 혼자만 레벨업. 2(만화)(디앤씨웹툰),,20200130,만화,14500,9.6,300,0,12,54,1
지적 대화를 위한 넓고 얕은 지식. 2,한 권으로 현실 세계를 통달하는 지식 여행서,20200205,인문,16000,9.4,334,1,21,55,1
90년생이 온다,"간단함, 병맛, 솔직함으로 기업의 흥망성쇠를 좌우하는",20181116,경제/경영,14000,8.9,336,1,8,56,1
Go Go 카카오프렌즈. 12: 터키,세계 역사 문화 체험 학습만화,20200120,어린이(초등),12000,9.6,176,0,20,57,1
너에게만 좋은 사람이 되고 싶어(리커버 한정판),유귀선 에세이,20191016,시/에세이,13500,9.2,244,1,17,58,1
작가들의 비밀스러운 삶,기욤 뮈소 장편소설,20191121,소설,14800,9.1,340,1,12,59,1
작은 아씨들: 영화 원작 소설(걸 클래식 컬렉션)(양장본 HardCover),"완역, 1,2권 통합",20190730,소설,15800,9.5,968,1,16,60,1
봉제인형 살인사건,,20171020,소설,15000,9.1,400,1,9,61,1
이러지도 저러지도 못하는 당신에게,강주원 산문집,20191028,시/에세이,13000,9.3,225,1,18,62,1
루팡의 딸,,20190925,소설,15000,9.3,310,1,5,63,1
작은 아씨들(벨벳 에디션)(초판본)(1868년 오리지널 초판본 표지디자인)(양장본 HardCover),,20200210,소설,16800,9.5,504,1,6,64,1
"오늘부터 딱 1년, 이기적으로 살기로 했다",1년 열두 달 온전히 나로 살며 깨달은 것들,20200120,자기계발,15000,9.2,332,1,23,65,1
부자 아빠 가난한 아빠. 1(20주년 특별 기념판)(개정증보판),,20180222,경제/경영,15800,9.1,448,1,15,66,1
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주 시집,20150620,시/에세이,10000,9.2,184,0,11,67,1
더 위험한 과학책(양장본 HardCover),지구인이라면 반드시 봐야 할 허를 찌르는 일상 속 과학 원리들,20200125,과학,22000,9.4,416,1,9,68,1
해커스 토익 스타트 리스닝(Listening) LC(2020)(개정판 4판),초보를 위한 토익 입문서 | 무료 교재 MP3 제공,20200309,외국어,14900,9.8,572,0,14,69,1
말 그릇(비울수록 사람을 더 채우는),,20170922,자기계발,15000,8.9,308,1,4,70,1
선량한 차별주의자,,20190717,정치/사회,15000,8.7,244,0,9,71,1
바디: 우리 몸 안내서,,20200110,과학,23000,9.4,576,1,12,72,1
설민석의 세계사 대모험. 4,이탈리아 편: 로마에서 생긴 일,20200113,어린이(초등),12000,9.7,208,0,15,73,1
넛지(양장본 HardCover),,20181123,경제/경영,18000,9.3,428,1,2,74,1
설민석의 조선왕조실록,대한민국이 선택한 역사 이야기,20160720,역사/문화,22000,9.1,504,0,11,75,1
이기적 유전자(40주년 기념판),,20181020,과학,20000,9.3,632,1,7,76,1
언어의 온도(3주년 150만부 기념 에디션),말과 글에는 나름의 따뜻함과 차가움이 있다,20160819,시/에세이,13800,8.8,308,1,6,77,1
친절한 대학의 다시 배우는 영어 교실. 1,,20191231,외국어,13000,9.7,228,1,23,78,1
리더의 용기,"대담하게 일하고, 냉정하게 대화하고, 매 순간 진심을 다하여",20191209,경제/경영,18000,8.5,428,1,6,79,1
공부머리 독서법,실현 가능하고 지속 가능한 독서교육의 모든 것,20180503,인문,16500,9.5,344,1,8,80,1
먼 바다(양장본 HardCover),공지영 장편소설,20200217,소설,15800,8.8,276,1,4,81,1
정의란 무엇인가(마이클 샌델),"한국 200만 부 돌파, 37개국에서 출간된 세계적 베스트셀러",20141120,인문,15000,9.4,443,0,8,82,1
타이탄의 도구들(리커버 에디션),,20200309,자기계발,15000,9.2,367,1,8,83,1
12가지 인생의 법칙,혼돈의 해독제,20181030,인문,16800,9,552,1,11,84,1
말센스,흥분하지 않고 우아하게 리드하는,20190225,자기계발,14500,9.3,240,1,3,85,1
나이듦에 관하여,나이듦을 재정의하고 의료 서비스를 혁신하여 우리 삶을 재구상하다,20200205,정치/사회,28000,9.5,844,1,8,86,1
빨강 머리 앤(더모던 감성클래식 2)(양장본 HardCover),,20190510,소설,16800,9.6,532,1,7,87,1
필체를 바꾸면 인생이 바뀐다,국내 최고 필적 전문가 구본진 박사가 들려주는 글씨와 운명,20200129,자기계발,14800,9,206,1,15,88,1
너와 함께라면 인생도 여행이다(여름 한정 특별판)(양장본 HardCover),나태주 시집,20191212,시/에세이,13500,9.3,352,0,16,89,1
나를 사랑하는 연습,,20200102,자기계발,14000,9.4,266,1,10,90,1
돌이킬 수 없는 약속,,20170202,소설,15000,8.6,380,1,11,91,1
해커스 토익 700+ LC+RC(한 권으로 끝내는),신토익 출제유형 100% 반영,20191227,외국어,19500,9.4,596,0,17,92,1
데미안(세계문학전집 44),,20090120,소설,8000,9.4,240,1,3,93,1
설민석의 한국사 대모험. 12,조선의 발명품 편: 특명! X맨의 정체를 밝혀라!,20191205,어린이(초등),12000,9.3,212,1,16,94,1
틀 밖에서 놀게 하라,세계 창의력 교육의 노벨상 ‘토런스상’ 김경희 교수의 창의영재 교육법,20191224,가정/육아,17800,8.8,368,1,11,95,1
친절한 대학의 다시 배우는 영어 교실. 2,,20200131,외국어,13000,9.5,268,1,23,96,1
검사내전,"생활형 검사의 사람 공부, 세상 공부",20180119,정치/사회,15000,8.5,384,1,4,97,1
월급쟁이 재테크 상식사전(개정판),,20190607,경제/경영,17500,9.5,584,1,13,98,1
법정스님 인생응원가,스승의 글과 말씀으로 명상한 이야기,20191120,시/에세이,15000,9.4,328,1,10,99,1
나미야 잡화점의 기적(양장본 HardCover),,20121219,소설,14800,9.3,456,1,11,100,1
당신이 옳다(교보문고 단독 리커버)(찰스 장 아트 에디션),정혜신의 적정심리학,20181010,인문,15800,9.2,316,1,6,101,1
중국발 세계경제 위기가 시작됐다,다가올 경제 위기를 현명하게 극복하는 법,20200207,경제/경영,17000,7.9,264,1,17,102,1
임신 출산 육아 대백과(2019~2020)(개정판),술술 잘 읽히는 첫아기 잘 키우는 법,20190701,가정/육아,18500,9.6,410,0,12,103,1
노동의 종말(개정판),,20050520,정치/사회,23000,9,450,1,6,104,1
대한민국 부동산 사용설명서(양장본 HardCover),부동산 절대 기준 빠숑의 특급 가이드,20200101,경제/경영,19500,9.1,344,1,14,105,1
날씨가 좋으면 찾아가겠어요,이도우 장편소설,20180628,소설,13800,9.6,432,1,14,106,1
타인의 고통,,20070710,인문,16500,9.2,254,0,6,107,1
분신(양장본 HardCover),,20191205,소설,18800,9.5,576,0,2,108,1
해커스 보카(Hackers Vocabulary)(개정판 2판),토플/IELTS/텝스/공무원/SAT/특목고,20150701,외국어,16900,9.3,366,0,6,109,1
"울트라러닝, 세계 0.1%가 지식을 얻는 비밀",짧은 시간에 가장 완벽한 지식을 얻는 9단계 초학습법,20200212,자기계발,16000,9,352,0,25,110,1
기적의 말하기 영단어 1000(무료 MP3 파일),20일 만에 네이티브와 수다 떨 수 있는,20190212,외국어,9000,9.2,348,0,16,111,1
연애 백문백답(전2권),,20190220,시/에세이,13000,8.8,176,0,7,112,1
50부터는 인생관을 바꿔야 산다,"이제 자존심, 꿈, 사람은 버리고 오직 나를 위해서만!",20191023,자기계발,14500,8.3,228,1,17,113,1
우리가 인생이라 부르는 것들,자기 삶의 언어를 찾는 열네 번의 시 강의,20200225,인문,16000,9.7,356,1,15,114,1
침묵의 봄,,20111230,기술/공학,18000,9.5,398,1,5,115,1
백만장자 시크릿,,20080716,경제/경영,12000,9.1,262,1,8,116,1
영어회화 핵심패턴 233,,20160815,외국어,15000,9.4,404,1,13,117,1
7가지 부의 불변의 법칙,세상이 변해도 절대 흔들리지 않는 부의 진실,20200129,경제/경영,17000,9.4,316,1,13,118,1
평화의 어머니(인류의 눈물을 닦아주는),한학자 총재 자서전,20200210,시/에세이,16000,9.8,408,0,7,119,1
폭군,셰익스피어에게 배우는 권력의 원리,20200122,정치/사회,16000,8.3,284,1,2,120,1
이해하는 미적분 수업,풀지 못한 미적분은 무용하고 이해하지 못한 미적분은 공허하다,20200131,과학,14800,9.1,236,0,11,121,1
당신의 어린 시절이 울고 있다,몸에 밴 상처에서 벗어나는 치유의 심리학,20200117,인문,13800,8.6,264,1,16,122,1
나를 아프게 하지 않는다,상처만 주는 가짜 자존감 나를 지키는 진짜 자존감,20191205,인문,14800,9.8,268,1,13,123,1
해커스 OPIc 오픽 Advanced 공략(2주 만에 끝내는)(개정판 2판),IH/AL 등급을 위한 필수 학습서,20191202,외국어,15900,9,321,0,23,124,1
인생을 어떻게 살면 좋겠냐고 묻는 딸에게,,20191017,자기계발,15000,9.2,264,1,22,125,1
한국인이야기 : 너 어디에서 왔니,한국인 이야기: 탄생,20200212,인문,19000,9.6,432,1,18,126,1
금융 위기 템플릿(레이 달리오의)(전3권),다가올 금융 위기를 대비하는 원칙,20200224,경제/경영,43000,9.2,668,1,9,127,1
서양미술사,,20030710,예술/대중문화,38000,9.2,688,0,5,128,1
소소하게 찬란하게,,20200210,시/에세이,15500,9.8,304,0,9,129,1
3분만 바라보면 눈이 좋아진다,전 세계를 발칵 뒤집은 기적의 ‘눈 그림’,20190902,건강,12800,9.3,124,0,16,130,1
신이 쉼표를 넣은 곳에 마침표를 찍지 말라(양장본 HardCover),인도 우화집,20191206,소설,18000,9.5,476,1,23,131,1
여자로 살아가는 우리들에게(양장본 HardCover),요조와 임경선의 교환일기,20191030,시/에세이,15500,9.5,288,1,14,132,1
42가지 마음의 색깔(양장본 HardCover),감정을 표현하는 법을 배워요,20191223,유아(0~7세),14000,9.5,92,1,11,133,1
사회심리학,마음과 행동을 결정하는 사회적 상황의 힘,20200109,인문,33000,9.2,828,1,5,134,1
귀멸의 칼날. 15,,20200202,만화,5000,9.6,192,0,10,135,1
철학은 어떻게 삶의 무기가 되는가,불확실한 삶을 돌파하는 50가지 생각 도구,20190121,인문,16000,9,336,1,18,136,1
자존감 수업,하루에 하나 나를 사랑하게 되는 자존감 회복 훈련,20160901,인문,14000,9.2,304,1,6,137,1
세계사 최대한 쉽게 설명해 드립니다(완역판)(누구나 교양 1),세계사의 맥을 잡아 주는 56가지 재미있는 강의,20181224,역사/문화,13800,9.5,350,0,19,138,1
인간 관계의 법칙,,20200225,인문,17000,8.7,320,1,9,139,1
방구석 미술관(10만 부 기념 스페셜 에디션),오르세 미술관,20200505,예술/대중문화,16800,9.4,344,1,7,140,1
쓸 만한 인간(개정증보판),박정민 산문집,20190902,시/에세이,14200,9.6,312,1,7,141,1
해커스 토익 왕기초 RC Reading 리딩(2020),신토익 최신기출경향 반영  토익 초보 토린이를 위한 토익 첫걸음,20200128,외국어,13900,9.7,380,0,24,142,1
부자 되는 법을 가르쳐 드립니다,"죄책감도, 핑계도, 거짓도 없다. 정말로 효과 있는 6주 프로그램",20191225,경제/경영,19800,8.9,448,1,17,143,1
더 팀: 성과를 내는 팀에는 법칙이 있다,,20200211,경제/경영,16000,9.7,224,1,22,144,1
나는 매주 시체를 보러 간다(서가명강 시리즈 1),서울대학교 최고의 ‘죽음’ 강의,20190123,인문,16000,9.3,280,1,15,145,1
명탐정 코난. 97,,20200225,만화,5500,9.2,192,0,10,146,1
겨울왕국2. 2(디즈니)(디즈니 무비 동화)(양장본 HardCover),,20191210,유아(0~7세),8500,9.4,64,0,8,147,1
광수생각(양장본 HardCover),"그러니 그대, 부디 외롭지 마라",20200201,시/에세이,15500,9.5,304,1,4,148,1
잠든 사이 월급 버는 미국 배당주 투자,안정된 수익 내는 배당투자의 나침반,20190104,경제/경영,19000,9.1,304,1,21,149,1
밍꼬발랄 코믹스. 1,,20191222,어린이(초등),12000,9.4,160,0,11,150,1
데미안(문학동네 세계문학전집 10주년 기념 리커버 특별판)(세계문학전집 101)(양장본 HardCover),,20200108,소설,9000,9.5,234,0,3,151,1
칼 비테 교육법,평범한 아버지의 위대한 자녀교육,20170728,가정/육아,17000,9.2,384,0,8,152,1
신비아파트 하늘도깨비 대 요르문간드(극장판 애니메이션북),,20200115,어린이(초등),11000,9.6,184,0,19,153,1
사랑은 내 시간을 기꺼이 건네주는 것이다(양장본 HardCover),이기주 앤솔로지,20200318,시/에세이,14500,9.3,192,1,22,154,1
정리하는 뇌,"디지털 시대, 정보와 선택 과부하로 뒤엉킨 머릿속과 일상을 정리하는 기술",20150622,인문,22000,9,636,1,6,155,1
남산의 부장들(개정증보판),정치 파워엘리트 인맥사전 친박 충성 VS. 핏빛 과거사 해부,20121130,정치/사회,32000,9,880,1,7,156,1
이상한 과자 가게 전천당. 1(양장본 HardCover),,20190705,어린이(초등),12000,9.6,148,0,16,157,1
이태원 클라쓰. 1,,20170628,만화,13000,9.8,288,0,10,158,1
세습 중산층 사회,90년대생이 경험하는 불평등은 어떻게 다른가,20200120,정치/사회,17000,9.6,312,1,9,159,1
미움받을 용기,자유롭고 행복한 삶을 위한 아들러의 가르침,20141117,인문,14900,9.2,336,1,7,160,1
부동산 상식사전,"전ㆍ월세, 내집, 상가, 토지, 경매까지 처음 만나는 부동산의 모든 것",20190130,경제/경영,17500,9.5,580,1,8,161,1
당신은 뇌를 고칠 수 있다,"매주 1시간 투자하여 최상의 기억력, 생산성, 수면을 얻는 법",20190821,건강,19800,9.3,452,1,14,162,1
1일 1클래식 1기쁨,하루하루 설레는 클래식의 말,20200115,예술/대중문화,17800,9.6,416,1,11,163,1
멀티팩터,노력으로 성공했다는 거짓말,20200204,경제/경영,16800,9.3,344,1,4,164,1
디커플링(양장본 HardCover),,20190930,경제/경영,24800,9.4,496,1,4,165,1
삶의 한가운데 영원의 길을 찾아서,100세 철학자 김형석 교수의 신앙 에세이,20200117,시/에세이,15000,9.3,280,1,18,166,1
이제는 똘똘한 아파트 한 채가 답이다,,20200210,경제/경영,16000,9.2,288,1,20,167,1
참 소중한 너라서(있는 그대로),김지훈 에세이,20181205,시/에세이,15800,9.1,419,1,9,168,1
해커스 토익스피킹(토스) Level. 7 8(2주 만에 끝내는)(개정판 3판),토스 정기 시험과 동일한 출제유형 반영,20190731,외국어,19800,9.7,472,0,9,169,1
세계의 리더들이 논리학을 배우는 이유,리더들의 성공비결 논리학을 주목하라!,20191219,자기계발,14800,9.5,296,0,20,170,1
해커스 토익스피킹(토스) Start(2주 만에 끝내는)(개정판 4판),스피킹 초보를 위한 필수 학습서,20200106,외국어,19800,9.4,552,0,9,171,1
"힘내, 17살",시시해도 좋아. 이상해도 좋아,20200120,시/에세이,13800,9.4,266,1,7,172,1
월가의 영웅(전설로 떠나는)(개정판 2판)(양장본 HardCover),주식투자에서 상식으로 성공하는 법,20170417,경제/경영,23000,9.7,488,1,6,173,1
글로벌 그린 뉴딜,2028년 화석연료 문명의 종말,20200131,정치/사회,18000,8.7,328,1,9,174,1
김락희의 인체 드로잉,"도형화부터 해부학, 동세까지 단계별로 배운다!",20191126,예술/대중문화,35000,9.7,392,0,11,175,1
술 먹고 전화해도 되는데,배우 전소민 에세이,20200117,시/에세이,14500,9.6,248,0,13,176,1
혼자 공부하는 파이썬,파이썬 최신 버전 반영,20190610,컴퓨터/IT,18000,9.6,460,0,11,177,1
혼자가 혼자에게(Iceland Edition)(10만 부 기념 특별 한정판),이병률 산문집,20190919,시/에세이,15500,9.3,316,1,8,178,1
흔한남매 안 흔한 일기. 1(양장본 HardCover),,20200227,어린이(초등),12000,9.3,144,0,15,179,1
버림 받은 황비. 4(디앤씨웹툰),,20200211,만화,13000,9.2,244,0,11,180,1
사서함 110호의 우편물,이도우 장편소설,20160318,소설,13000,9.6,480,1,13,181,1
인간 실격(세계문학전집 103),,20120410,소설,8000,9.3,192,1,5,182,1
역사의 쓸모,자유롭고 떳떳한 삶을 위한 22가지 통찰,20191122,인문,15000,9.6,296,1,6,183,1
아직 멀었다는 말,권여선 소설,20200214,소설,13500,9.4,284,1,9,184,1
인간의 흑역사,인간의 욕심은 끝이 없고 똑같은 실수를 반복한다,20191010,역사/문화,14800,9.4,276,1,7,185,1
경매 권리분석 이렇게 쉬웠어?,생초보도 할 수 있는 초간단 권리분석법 대공개!,20190115,경제/경영,18000,9.4,328,0,16,186,1
린치핀,누구도 대체할 수 없는 존재,20191228,자기계발,18000,9.3,464,1,3,187,1
원펀맨(One Punch Man). 21,일순,20200205,만화,5000,9,232,0,3,188,1
단테의 신곡(명화로 보는),,20181220,역사/문화,19800,9.2,506,0,6,189,1
좀비고등학교 코믹스. 16,,20191223,어린이(초등),9800,9.3,160,0,14,190,1
"곰돌이 푸, 행복한 일은 매일 있어",아직 행복을 기다리는 우리에게,20180312,시/에세이,12000,9.1,160,1,19,191,1
82년생 김지영(오늘의 젊은 작가 13)(양장본 HardCover),조남주 장편소설,20161014,소설,13000,8.9,192,1,8,192,1
마케터의 문장,글쓰기 스킬로 연수입 10배 올린 어느 현직 마케터의 실전 테크닉 33,20200207,자기계발,14500,9,256,1,7,193,1
그릿(100쇄 기념 리커버 에디션),"IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘",20190220,자기계발,16000,9.5,416,1,2,194,1
백년 허리,허리 보증 기간을 100년으로 늘리는 방법,20151231,건강,17500,9.5,340,1,5,195,1
"뇌, 욕망의 비밀을 풀다",인간의 소비심리를 지배하는 뇌과학의 비밀,20191004,경제/경영,18000,9.4,420,1,13,196,1
숨,,20190520,소설,16500,9.4,520,1,1,197,1
원칙(양장본 HardCover),,20180618,경제/경영,35000,8.8,712,1,2,198,1
피프티 피플,정세랑 장편소설,20161121,소설,14000,9.7,396,0,6,199,1
클루지(CREATIVE CLASSIC SERIES),생각의 역사를 뒤집는 기막힌 발견,20081124,인문,13800,8.5,310,1,3,200,1
0부터 100까지 런던 101,숫자로 보는 도시,20171215,여행,20000,9.2,400,0,16,0,0
안시성. 1: 불굴의 성,배상열 역사전쟁소설,20171218,소설,11000,10,288,1,13,0,0
헤더진 영어 실전동형모의고사(20회)(2018)(전면개정판),"7급 9급 공무원, 국회직, 법원직, 경찰직, 사회복지직",20171229,취업/수험서,16000,0,224,0,15,0,0
겨울정원,“겨울에 아름다운 정원이 사계절 아름답다”,20171220,과학,17000,10,272,0,4,0,0
아기와 함께 미니멀라이프,최소한의 물건으로 아기를 키울 수 있는 심플 육아팁이 가득!,20171219,취미/실용/스포츠,15000,7.5,180,1,13,0,0
진짜 산타가 되는 비법서(양장본 HardCover),,20171220,유아(0~7세),13000,0,64,0,13,0,0
파이썬으로 배우는 데이터 과학(2판)(acorn+PACKT 시리즈),"파이썬의 주요 패키지부터 머신 러닝, 시각화에 이르기까지
							
							
								|
								데이터 과학의 핵심을 한번에",20171208,컴퓨터/IT,30000,2.5,448,1,16,0,0
미용사 일반 필기(2018),기출중심 문제은행,20180101,기술/공학,18000,0,368,0,9,0,0
초등 수학 3-1(2020)(개념클릭 해법),"3~4학년군
							
							
								|
								2015 개정 교육과정",20171201,초등참고서,12500,9.5,240,0,9,0,0
매일 10분 왕기초 영문법의 기적,영문법이 이해되고 영어패턴이 읽힌다!,20171201,외국어,12000,9,192,1,18,0,0
대치동 최상위권 공부의 비밀,"이것이 공부의 왕도다
							
							
								|
								""사교육 없이 전국 수석하는 공부의 비법!""",20171212,가정/육아,15000,9.4,448,1,15,0,0
메시지 S(양장본 HardCover),일상의 언어로 쓰여진 성경 옆의 성경,20171204,종교,39000,9.6,1964,1,5,0,0
맥스 테그마크의 라이프 3.0(양장본 HardCover),인공지능이 열어갈 인류와 생명의 미래,20171206,인문,26000,8.9,468,1,16,0,0
오버워치 앤솔로지: 코믹스 Vol. 1(양장본 HardCover),,20171220,만화,16500,7.5,144,0,21,0,0
조선시대 화가 총람 세트(양장본 HardCover)(전2권),,20171206,예술/대중문화,160000,0,1484,0,13,0,0
반퇴의 정석,나이 먹어도 돈 걱정 없는 인생을 사는 법,20171213,경제/경영,15000,9.6,351,1,6,0,0
이별이라고 말하는 너에게,아직도 나는 네가 아프다,20171211,시/에세이,13800,6.9,264,1,13,0,0
모든 것이 되는 법,꿈이 너무 많은 당신을 위한 새로운 삶의 방식,20171130,자기계발,14800,8.6,264,1,10,0,0
룩 인사이드,성인들을 위한 셀프 테라피 북,20171214,취미/실용/스포츠,15000,10,172,0,6,0,0
감정평가사 객관식 경제학: 거시국제편,,20171208,취업/수험서,24000,0,384,0,20,0,0
안시성. 2: 위대한 승전,배상열 역사전쟁소설,20171218,소설,11000,10,328,1,14,0,0
애뽈의 숲소녀 컬러링북,잠시 쉬었다 가도 괜찮아요,20171122,예술/대중문화,12000,9.7,128,0,12,0,0
쌍둥이 지구를 찾아서,코스모스에 펼쳐진 새로운 희망,20171208,과학,16000,0,316,1,11,0,0
플레이스 @도쿄,수준 높은 도쿄의 일상을 누려볼 수 있는 특별한 공간 96,20171220,여행,13000,9.6,216,1,8,0,0
초등 1학년 준비 혁명,초등 입학 전 엄마의 불안을 설렘으로 바꾸는 16가지 법칙,20171204,가정/육아,14000,9.4,272,1,12,0,0
극한견주. 1,사모예드 솜이와 함께하는 극한 인생!,20171130,만화,14000,9.6,352,0,7,0,0
실전 예측 분석 모델링(Applied Predictive Modeling)(acorn ADVANCED)(양장본 HardCover),예측 모델 과정을 여행하는 데이터 분석가를 위한 안내서,20180102,컴퓨터/IT,50000,10,676,1,12,0,0
사는데 꼭 필요한 만큼의 힘,동화작가 노경실의 인생 산문집,20171205,시/에세이,12000,2.5,192,0,15,0,0
매일 10분 기초 영어 패턴의 기적,영어패턴이 보이고 영어회화가 된다!,20171205,외국어,12000,8.9,160,0,19,0,0
산타 할아버지는 정말 있어?(밝은미래 이야기 그림책 33)(양장본 HardCover),,20171128,유아(0~7세),12000,8.8,28,0,15,0,0
번역전쟁,,20171201,인문,25000,8.2,520,0,4,0,0
15도(양장본 HardCover),미묘한 차이,20171221,자기계발,15000,8.9,296,0,3,0,0
"마윈, 내가 본 미래",데이터 테크놀로지 시대의 새로운 도전과 기회,20171208,경제/경영,16800,9.3,395,1,11,0,0
건축계획(건축사예비시험시리즈 1),최근 출제경향을 완벽하게 분석한 건축사예비시험대비,20180110,기술/공학,23000,10,600,0,4,0,0
초등 수학 5-1(2018)(최상위S),,20171124,초등참고서,14000,9.7,280,0,9,0,0
바우어 헬라어 사전(양장본 HardCover),신약성경과 초기 기독교 문헌의 헬라어-한국어 사전,20171212,종교,90000,10,1720,1,10,0,0
육아 감각(아이와 교감하고 싶은 부모에게 필요한),,20180115,가정/육아,16800,8.8,336,1,5,0,0
우리나라 최고의 3대 고전 세트(전3권),,20171205,소설,39000,0,224,0,17,0,0
데이터 과학자가 되는 핵심 기술(acorn+Packt 시리즈),"데이터 분석에 필요한 수학, 통계, 프로그래밍의 기본",20171211,컴퓨터/IT,30000,5,480,1,17,0,0
건축과 교수는 이렇게 집을 짓는다,건축과 교수가 직접 도전한 상가주택 완공기,20171206,기술/공학,15800,0,560,1,18,0,0
제니스 Pick 263 필살요약비법(필요법)(제니스영어),"9급 7급, 세무, 검찰, 법원, 경찰",20171211,취업/수험서,14000,10,324,0,19,0,0
주문은 토끼입니까? 화집 cafe du Lapin,,20171130,만화,20000,10,130,0,27,0,0
문과 생존 원정대,"어쩌다 살길 찾은, 보통 사람들의 이야기",20171218,시/에세이,13000,10,376,0,9,0,0
뉴욕타임스 수학(양장본 HardCover),수와 식에 관한 100년간의 이야기,20171128,과학,36000,10,776,1,8,0,0
마을을 바꾼 장난(고래뱃속 창작 그림책 26),,20171127,유아(0~7세),13000,0,40,0,9,0,0
네이버후드 프로젝트(양장본 HardCover),유전자와 문화의 이중 나선 사이에서,20171130,인문,25000,10,640,1,10,0,0
고양이와 함께 행복해지는 놀이 레시피,즐기면서 친해지는 교감의 기술,20171222,취미/실용/스포츠,12000,8.8,128,0,20,0,0
본색,나를 해부할 수 있는 건 나뿐이다,20171208,자기계발,15800,0,372,1,2,0,0
바흐의 무반주 첼로 모음곡을 찾아서,바로크 음악의 걸작을 따라서 떠나는 여행,20171129,예술/대중문화,16000,10,376,1,19,0,0
산업 트렌드 2018(돈의 흐름을 꿰뚫는),주식 투자를 위한 필독서,20171125,경제/경영,25000,10,200,0,11,0,0
3 데이즈 인 다카마츠(3Days in Takamatsu),쇼도시마 나오시마 데시마 오기지마,20171208,여행,10000,9.9,180,1,12,0,0
하나님과 함께하는 출근길365(그레이)(미니북),,20171110,종교,11000,8.2,376,0,16,0,0
한양도성 성곽길 시간여행,"성곽길 따라 역사와 문화를 느끼고, 꿈과 희망을 그린다.",20171207,여행,13500,7.1,224,0,13,0,0
제니스영어 실전모의고사(20회)(2018),9 7급 사회복지 교육행정직 국회사무처 경찰 법원서기보,20171222,취업/수험서,20000,9.9,312,0,12,0,0
세계명작으로 공부 좀 하는 친구 세트(전3권),,20171205,소설,38600,0,224,0,20,0,0
읽기의 말들,이 땅 위의 모든 읽기에 관하여,20171204,인문,14000,9.8,266,1,6,0,0
"젠장 좀 서러워합시다(표지 레드, 블루 중 랜덤 발송)(양장본 HardCover)","김근태 아빠, 인재근 엄마 편지",20171215,시/에세이,14000,10,244,1,11,0,0
"잘자요, 농장(책 읽는 우리집 25)(양장본 HardCover)",,20171130,유아(0~7세),12000,10,30,1,7,0,0
포토샵+일러스트레이터 작업의 기술. 2(CD1장포함),엿보고 싶은 프로 디자이너의 노하우,20171229,컴퓨터/IT,26000,10,632,0,21,0,0
사는 방에서 운명이 결정된다,행운을 부르는 인테리어 & 공간 정리법,20171213,자기계발,13000,8.5,179,1,15,0,0
"라이카, 영감의 도구",,20171127,예술/대중문화,22000,9.6,318,0,11,0,0
2018 이코노미스트 세계경제대전망,,20171212,경제/경영,20000,9.6,480,0,19,0,0
소녀의 세계. 1,,20171207,만화,12000,10,308,0,9,0,0
하나님과 함께하는 출근길365(핑크)(미니북),,20171110,종교,11000,7.5,376,0,16,0,0
나의 첫 니트 레터링 비기닝 세트,누구나 쉽게 사랑스럽게,20171213,취미/실용/스포츠,38000,10,224,0,18,0,0
처음 만나는 HTML5 & CSS3(First Step 시리즈 4),알기 쉬운 설명! 모바일 중심 예제!,20171215,컴퓨터/IT,25000,0,384,1,19,0,0
우리가 몰랐던 세상의 도서관들,책과 인간이 함께한 길을 찾아서,20171130,인문,18500,0,356,1,16,0,0
긍정 수업(양장본 HardCover),"호빵맨 선생님의 우리네 삶과 교육에 관한 긴 생각, 짧은 이야기 두 번째",20171219,시/에세이,14000,10,256,1,5,0,0
할머니는 왜 나만 보고 있을까요(양장본 HardCover),,20171127,유아(0~7세),12000,10,32,1,17,0,0
독심술. 2: 독한국사 심화이론 술술풀리는 문제풀이(2018),7급 9급 공무원ㅣ경찰채용ㅣ법원 검찰직 시험 대비,20171208,취업/수험서,16000,0,280,0,28,0,0
일취월장,일을 잘하기 위한 8가지 원리,20171207,경제/경영,22000,8.8,576,1,4,0,0
사소한 것들(양장본 HardCover),인생을 바꾸는 아주 작은 차이,20171129,자기계발,15000,10,260,1,6,0,0
서울&근교여행 1967,"색이 있는 서울, 감성이 넘치는 서울 근교
							
							
								|
								19개의 전철 노선을 타고 쉽게 떠나는 67개 서울과 근교 여행 코스",20171218,여행,16800,0,448,0,12,0,0
