도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
이제껏 너를 친구라고 생각했는데,친구가 친구가 아니었음을 깨달은 당신을 위한 관계심리학,20190315,인문,15000,9.4,276,0,17,49,1
어떻게 살 것인가,,20130313,인문,15000,9.2,342,1,9,50,1
마케팅이다(양장본 HardCover),,20190405,경제/경영,18000,8.8,368,1,5,51,1
수미네 반찬. 2,김수미표 는둥만둥 레시피북,20190410,요리,17000,9.6,280,1,9,52,1
숨,,20190520,소설,16500,9.4,520,1,1,53,1
마블 어벤져스 엔드게임 캐릭터 슈퍼 도감,,20190425,어린이(초등),9500,9,92,0,22,54,1
좋은지 나쁜지 누가 아는가,,20190311,시/에세이,15000,9.7,256,1,14,55,1
부자 아빠 가난한 아빠. 1(20주년 특별 기념판)(개정증보판),,20180222,경제/경영,15800,9.1,448,1,15,56,1
죽고 싶지만 떡볶이는 먹고 싶어,백세희 에세이,20180620,시/에세이,13800,8.6,208,1,17,57,1
돈 공부는 처음이라,0원부터 시작하는 난생처음 부자 수업,20190222,경제/경영,16000,9.1,344,1,10,58,1
내가 확실히 아는 것들(양장본 HardCover),,20141205,시/에세이,13800,9.4,280,1,12,59,1
나도 아직 나를 모른다,뇌과학과 임상심리학이 부서진 마음에게 전하는 말,20181025,인문,14800,9.3,223,0,12,60,1
추리 천재 엉덩이 탐정. 7: 기이한 전망 여관 사건,,20181220,어린이(초등),12000,9.7,88,0,29,61,1
나는 개다(그림책이 참 좋아 56),,20190415,유아(0~7세),13000,9.4,48,0,5,62,1
스킨 인 더 게임(Skin in the Game),선택과 책임의 불균형이 가져올 위험한 미래에 대한 경고,20190429,경제/경영,19800,9.4,444,1,9,63,1
당신의 마음을 안아줄게요,김지훈 에세이,20190222,시/에세이,15800,9.1,507,1,13,64,1
개인주의자 선언,판사 문유석의 일상유감,20150923,인문,13500,9.1,280,1,8,65,1
가장 예쁜 생각을 너에게 주고 싶다,,20170607,시/에세이,13000,9.4,248,1,19,66,1
라플라스의 마녀,히가시노 게이고 장편소설,20160111,소설,14800,9.4,524,1,8,67,1
글의 품격,삶이 곧 하나의 문장이다,20190529,인문,14500,8.9,252,1,5,68,1
걱정이 많아서 걱정인 당신에게,나를 지치고 힘들게 하는 감정에서 탈출하는 법,20181120,자기계발,15000,9.4,336,1,16,69,1
그리하여 노무현이라는 사람은(노무현 전집 6),노무현의 말과 글,20190503,정치/사회,13000,10,408,1,15,70,1
지적 대화를 위한 넓고 얕은 지식,"역사, 경제, 정치, 사회, 윤리 편",20170117,인문,16000,9.1,376,0,18,71,1
하나님의 때,하나님의 완벽한 때를 기다리는 당신을 위한 묵상집,20200130,종교,15000,9.6,284,1,6,72,1
설민석의 세계사 대모험. 1,프랑스 혁명 속으로!,20190405,어린이(초등),12000,9.7,216,0,15,73,1
내일은 실험왕. 46: 미세 먼지와 대기,본격 대결 과학실험 만화,20190425,어린이(초등),12800,9.9,184,0,22,74,1
Go Go 카카오프렌즈. 7: 독일,세계 역사 문화 체험 학습만화,20190328,어린이(초등),12000,9.8,176,0,19,75,1
나는 아마존에서 미래를 다녔다,,20190307,자기계발,15000,9.1,336,1,16,76,1
코스모스(보급판),,20100120,과학,18500,9.2,719,1,4,77,1
직장이 없는 시대가 온다,"경제적 자유인가, 아니면 불안한 미래인가",20190214,경제/경영,16500,8.1,352,1,13,78,1
이기적 유전자(40주년 기념판),,20181020,과학,20000,9.3,632,1,7,79,1
설민석의 조선왕조실록,대한민국이 선택한 역사 이야기,20160720,역사/문화,22000,9.1,504,0,11,80,1
해커스 토익 RC 리딩(Hackers TOEIC Reading)(개정판),본 교재 무료 동영상강의 제공 | 단어암기장(별책) & 단어암기 MP3 제공,20181224,외국어,18800,9.4,804,0,12,81,1
내게 무해한 사람,최은영 소설,20190620,소설,13500,9.2,325,1,9,82,1
모든 순간이 너였다(리커버 솜사탕 에디션),"반짝반짝 빛나던 우리의 밤을, 꿈을, 사랑을 이야기하다",20180216,시/에세이,13800,8.7,272,1,10,83,1
레오나르도 다빈치(양장본 HardCover),,20190328,인문,55000,9.6,720,1,9,84,1
세계에서 가장 자극적인 나라(양장본 HardCover),짐 로저스의 어떤 예견,20190527,경제/경영,16000,9,248,1,15,85,1
수미네 반찬,김수미표 요만치 레시피북,20181030,요리,17000,9.3,264,1,6,86,1
원피스. 92: 오이란 코무라사키 등장,,20190531,만화,5000,9.4,184,0,21,87,1
초예측(양장본 HardCover),세계 석학 8인에게 인류의 미래를 묻다,20190208,인문,15000,9,232,1,3,88,1
운명이다(노무현 전집 5),노무현 자서전,20190503,정치/사회,13000,9.8,364,1,4,89,1
배드 블러드,테라노스의 비밀과 거짓말,20190328,경제/경영,16000,9.3,468,1,6,90,1
젊은작가상 수상작품집 10주년 특별판,수상작가들이 뽑은 베스트 7,20190405,소설,7700,9.6,248,1,20,91,1
임신 출산 육아 대백과(2019~2020)(개정판),술술 잘 읽히는 첫아기 잘 키우는 법,20190701,가정/육아,18500,9.6,410,0,12,92,1
직장인 공부법,"퇴근 후 1시간, 내일을 바꾸는 일상 공부 습관",20190410,자기계발,15000,9.3,256,1,7,93,1
"백 살까지 유쾌하게 나이 드는 법(어차피 살 거라면,)",,20190510,인문,15000,9.4,284,1,18,94,1
초서 독서법,읽고 가려 뽑아 내 글로 정리하는 힘,20190419,자기계발,14000,8.8,232,1,6,95,1
여자 둘이 살고 있습니다,"혼자도 결혼도 아닌, 조립식 가족의 탄생",20190222,시/에세이,14800,9.8,280,1,13,96,1
다산의 마지막 공부,마음을 지켜낸다는 것,20181211,자기계발,15000,9.5,304,1,10,97,1
데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션)(양장본 HardCover),,20171030,소설,12000,9.6,248,1,3,98,1
말의 품격,말과 사람과 품격에 대한 생각들,20190318,인문,14500,8.7,232,1,5,99,1
그 찬란한 빛들 모두 사라진다 해도,"삶과 죽음, 그 후에 오는 것들",20190420,시/에세이,15000,9.4,384,1,19,100,1
미움받을 용기,자유롭고 행복한 삶을 위한 아들러의 가르침,20141117,인문,14900,9.2,336,1,7,101,1
말 그릇(비울수록 사람을 더 채우는),,20170922,자기계발,15000,8.9,308,1,4,102,1
1년 만에 교포로 오해받은 김아란의 영어 정복기,영어를 배우는 당신이 꼭 봐야 할 아란잉글리쉬,20190605,외국어,15000,9.2,420,1,26,103,1
자존감 수업,하루에 하나 나를 사랑하게 되는 자존감 회복 훈련,20160901,인문,14000,9.2,304,1,6,104,1
신비아파트 고스트볼X의 탄생. 6,TV애니메이션 방영작,20190405,어린이(초등),10000,9.6,188,0,18,105,1
퐁당보들젤리 뿌직 슬라임,뿌직의 슬라임 레시피 전격 공개,20190502,어린이(초등),13800,9.6,176,1,13,106,1
레몬(양장본 HardCover),권여선 장편소설,20190430,소설,13000,9.4,208,0,2,107,1
"라이언, 내 곁에 있어줘(카카오프렌즈(Kakao Friends))",,20190228,시/에세이,15300,9.3,264,1,13,108,1
무례한 사람에게 웃으며 대처하는 법,"인생자체는 긍정적으로, 개소리에는 단호하게",20180108,시/에세이,13800,8.8,264,1,19,109,1
소년이 온다,한강 장편소설,20140519,소설,12000,9.6,216,0,6,110,1
글의 품격(특별 한정판),삶이 곧 하나의 문장이다,20190529,인문,14500,9.5,252,0,5,111,1
열두 발자국,생각의 모험으로 지성의 숲으로 지도 밖의 세계로 이끄는 열두 번의 강의,20180702,인문,16800,9,400,1,6,112,1
Who? Special 손흥민(아시안 게임 금메달 기념 한정판)(양장본 HardCover),,20181015,어린이(초등),12800,9.6,180,1,16,113,1
"아낌없이 주는 엄마, 당신을 사랑하는 이유는(양장본 HardCover)",삶과 사랑을 가르쳐주신 당신께 제 마음을 담아 드립니다,20190415,시/에세이,14000,8,96,0,24,114,1
리테일의 미래,기술은 어떻게 소비를 바꾸는가,20190412,경제/경영,16800,9.2,308,1,7,115,1
"명견만리: 불평등, 병리, 금융, 지역 편",모두를 위한 공존의 시대를 말하다,20190225,경제/경영,15800,9.5,316,1,23,116,1
해커스 토익 스타트 리딩(Hackers TOEIC Start Reading)(신토익 Edition)(3판),본 교재 무료 동영상강의 + 온라인 신토익 모의고사,20190116,외국어,14900,9.4,582,0,13,117,1
살아온 기적 살아갈 기적(100쇄 기념 에디션)(양장본 HardCover),장영희 에세이,20190415,시/에세이,13800,9.5,240,1,13,118,1
Who? K-pop BTS(양장본 HardCover),,20181224,어린이(초등),12800,9.5,180,0,14,119,1
해커스 토익 LC 리스닝(Hackers TOEIC Listening)(개정판 7판),무료 실전문제 해설강의 | 단어암기장(별책) & 단어암기 MP3 제공,20190130,외국어,18800,9.5,626,0,13,120,1
방구석 미술관(10만 부 기념 스페셜 에디션),오르세 미술관,20200505,예술/대중문화,16800,9.4,344,1,7,121,1
104층 나무 집(456 book 클럽)(양장본 HardCover),,20190110,어린이(초등),12000,9.7,364,0,9,122,1
위저드 베이커리(양장본 HardCover),,20140210,소설,12800,9.5,252,0,8,123,1
역사의 역사,History of Writing History,20180625,역사/문화,16000,9.2,340,1,6,124,1
백년을 살아보니,,20160801,인문,15000,9.3,300,1,8,125,1
쇼코의 미소,최은영 소설,20190620,소설,12000,9.5,296,1,6,126,1
댄 애리얼리 부의 감각,,20180725,경제/경영,18000,8.8,444,1,12,127,1
바닷가 작업실에서는 전혀 다른 시간이 흐른다,슈필라움의 심리학,20190515,인문,18000,9.6,284,1,24,128,1
게으른 게 아니라 충전 중입니다(겨울나기 에디션),어제도 오늘도 무기력한 당신을 위한 내 마음 충전법,20190220,시/에세이,14500,9.5,280,1,17,129,1
놓지 마 과학!. 10: 정신이 동물에 정신 놓다,,20190315,어린이(초등),9800,9.8,188,0,27,130,1
골든아워. 1,"생과 사의 경계, 중증외상센터의 기록 2002~2013",20181002,시/에세이,15800,9.8,438,1,7,131,1
인간 실격(세계문학전집 103),,20120410,소설,8000,9.3,192,1,5,132,1
마력의 태동,히가시노 게이고 장편소설,20190130,소설,14000,9.4,362,1,6,133,1
하고 싶은 대로 살아도 괜찮아(교보문고 단독 양장 에디션),늘 남에게 애쓰기만 하느라 나를 잃어버린 당신에게,20191104,시/에세이,13000,8.4,204,1,16,134,1
부의 추월차선,부자들이 말해 주지 않는 진정한 부를 얻는 방법,20130820,경제/경영,15000,8.9,392,1,7,135,1
마법천자문. 44: 죄를 씻어 내라! 목욕할 욕,손오공의 한자 대탐험,20190128,어린이(초등),9800,9.7,164,0,26,136,1
세계사를 바꾼 10가지 약,비타민Cㅣ퀴닌ㅣ모르핀ㅣ마취약ㅣ소독약,20180510,역사/문화,16000,9,251,0,14,137,1
가면산장 살인사건(양장본 HardCover),,20140926,소설,14800,9.3,336,0,9,138,1
노르웨이의 숲(양장본 HardCover),,20170807,소설,15000,9.1,572,1,7,139,1
"진이, 지니",,20190527,소설,14000,9.5,388,1,6,140,1
죽고 싶지만 떡볶이는 먹고 싶어. 2,,20190503,시/에세이,13800,8.9,264,1,20,141,1
마블 어벤져스 인피니티 워 무비 포토 스토리북,,20190314,어린이(초등),9500,8.5,104,0,25,142,1
그릿(100쇄 기념 리커버 에디션),"IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘",20190220,자기계발,16000,9.5,416,1,2,143,1
에어프라이어 만능 레시피북,혁명의 조리도구 에어프라이어200% 활용법,20190201,요리,12000,9.2,182,0,14,144,1
"기억, 하리: 신비아파트 외전(웹드라마 스토리북)",,20181220,어린이(초등),10000,9.5,172,0,16,145,1
하버드 1교시: 자기 표현력의 힘,하버드 교수가 연구한 수재들의 공부법,20190415,자기계발,15800,9.1,320,0,18,146,1
초격차(양장본 HardCover),넘볼 수 없는 차이를 만드는 격,20180910,경제/경영,18000,9.4,336,1,3,147,1
메모 독서법(단 한 권을 읽어도 제대로 남는),,20190315,자기계발,14000,9.3,264,1,6,148,1
신비아파트 고스트볼X의 탄생 귀신대도감,,20190425,어린이(초등),10000,9.4,128,0,21,149,1
영어회화 100일의 기적,100일 후에는 나도 영어로 말한다!,20150525,외국어,13500,8.8,256,1,13,150,1
어른은 어떻게 성장하는가,"구글, 스탠퍼드에서 배우는 리더의 품격",20190517,자기계발,16000,9.4,272,1,13,151,1
21세기를 위한 21가지 제언,더 나은 오늘은 어떻게 가능한가,20180903,인문,22000,8.9,560,1,16,152,1
왕초보 영어회화 10분의 기적: 기초패턴으로 말하기(해커스톡),미국인이 가장 많이 쓰는 표현으로 원어민처럼 말하기 | 무료 해설강의/MP3,20181005,외국어,11900,9.6,237,1,28,153,1
알사탕(그림책이 참 좋아 39)(양장본 HardCover),,20170325,유아(0~7세),12000,9.2,48,0,3,154,1
빨강 머리 앤(더모던 감성클래식 2)(양장본 HardCover),,20190510,소설,16800,9.6,532,1,7,155,1
완벽하지 않은 것들에 대한 사랑,온전한 나를 위한 혜민 스님의 따뜻한 응원,20160203,시/에세이,14800,9.5,296,1,17,156,1
황제의 외동딸. 7(디앤씨웹툰),,20190515,만화,12800,10,248,0,10,157,1
살인 카드 게임,,20180525,소설,15000,8.6,348,1,8,158,1
틀리면 어떡해?(김영진 그림책 9)(양장본 HardCover),,20190325,유아(0~7세),13000,9.4,44,0,8,159,1
세상에서 제일 재밌는 종이접기(세상에서 제일 시리즈),색종이 한 장이면 장난감 뚝딱!,20180824,가정/육아,14000,9.7,252,0,16,160,1
연금술사,파울로 코엘료 장편소설,20181205,소설,9500,9.5,278,1,4,161,1
"나를 잃지마, 어떤 순간에도",조유미 에세이,20190403,시/에세이,14500,9.2,272,1,15,162,1
레스,앤드루 숀 그리어 장편소설,20190401,소설,14000,8.2,324,1,2,163,1
소년이로(반양장),편혜영 소설집,20190429,소설,13000,9.1,256,1,4,164,1
하마터면 회계를 모르고 일할 뻔했다!,재무제표와 돈의 흐름이 보이는,20181115,경제/경영,16800,9.5,375,1,20,165,1
주식투자 무작정 따라하기(개정판),70만 왕초보가 감동했다! 완벽한 투자 입문서!,20170102,경제/경영,16500,8.5,400,0,13,166,1
대한민국 청약지도,한 권으로 끝내는 청약 당첨 전략의 모든 것,20190319,경제/경영,18000,9.5,412,0,9,167,1
오! 한강 세트(전5권),,20190425,역사/문화,60000,9.8,5,0,8,168,1
대항해시대의 탄생,세계사의 흐름을 바꾼 위대한 모험,20190425,역사/문화,17000,9.2,363,1,9,169,1
총 균 쇠,무기 병균 금속은 인류의 운명을 어떻게 바꿨는가,20051219,역사/문화,28000,9.1,751,0,5,170,1
엉덩이 탐정: 뿡뿡 괴도가 나타나다!(양장본 HardCover),,20190503,어린이(초등),12000,9.7,40,0,20,171,1
데미안(세계문학전집 44),,20090120,소설,8000,9.4,240,1,3,172,1
아홉 살 마음 사전,,20170310,어린이(초등),11000,9.6,168,0,10,173,1
어디서 살 것인가,우리가 살고 싶은 곳의 기준을 바꾸다,20180530,인문,16000,8.9,380,1,9,174,1
해커스 토익 스타트 리스닝(Hackers TOEIC Start Listening)(신토익 Edition),"온라인 신토익 모의고사, 받아쓰기&쉐도잉 프로그램",20190130,외국어,14900,9.4,584,0,14,175,1
지적 대화를 위한 넓고 얕은 지식: 현실너머 편,"철학, 과학, 예술, 종교, 신비 편",20150204,인문,16000,9.4,376,0,26,176,1
쿠키런 서바이벌 대작전. 24: 쿠키볼의 비밀(쿠키런 안전 상식 시리즈),안전상식 학습만화,20190420,어린이(초등),10500,9.8,168,0,25,177,1
나는 습관을 조금 바꾸기로 했다,"죽어야 고치는 습관, 살아서 바꾸자!",20190211,자기계발,15000,9.2,311,1,17,178,1
일본어 상용한자 기초마스터 1006,일본어 상용한자 기초 완전 정복,20120201,외국어,16000,9.7,336,0,19,179,1
월가의 영웅(전설로 떠나는)(개정판 2판)(양장본 HardCover),주식투자에서 상식으로 성공하는 법,20170417,경제/경영,23000,9.7,488,1,6,180,1
마음이 살짝 기운다,나태주 신작 시집,20190218,시/에세이,14000,9.5,220,1,10,181,1
이게 경제다,한국 경제가 확 잡히는 최배근 교수의 팩트 저격,20190524,경제/경영,16000,9.3,348,0,6,182,1
최강의 식사,인생을 바꾸는 실리콘밸리식 완전무결 2주 다이어트,20170616,건강,17000,9.1,368,1,6,183,1
더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피,,20190520,요리,16000,9.8,240,1,29,184,1
"다시, 책으로",순간접속의 시대에 책을 읽는다는 것,20190515,인문,16000,9.4,360,1,7,185,1
오래가는 것들의 비밀,새로운 것을 만들려는 이들이 알아야 할 7가지 법칙,20190501,경제/경영,15800,9,272,1,11,186,1
153 감사 노트,"내 삶에 넘치는 하나님의 선물, 100일간의 감사 기록",20190325,종교,5000,9.7,144,0,9,187,1
호모 데우스,미래의 역사,20170519,인문,22000,9.3,630,1,6,188,1
당신을 응원하는 누군가,미화의 그림 에세이,20131115,시/에세이,11500,9.4,239,1,12,189,1
순애몽 그 후 이야기(샌드박스노블 2)(양장본 HardCover),,20190325,어린이(초등),11000,9,168,0,11,190,1
"곰돌이 푸, 서두르지 않아도 괜찮아",언제나 오늘이 처음인 우리에게,20180508,시/에세이,13800,9.3,216,0,19,191,1
채식주의자,,20071030,소설,12000,8.7,247,0,5,192,1
못 참는 아이 욱하는 부모,,20160515,가정/육아,16800,8.7,344,1,14,193,1
여행 영어(해외에서 바로 통하는)(워터프루프)(스프링),본문전체 한영mp3파일 제공,20190425,외국어,12500,9.6,50,1,5,194,1
부동산 상식사전,"전ㆍ월세, 내집, 상가, 토지, 경매까지 처음 만나는 부동산의 모든 것",20190130,경제/경영,17500,9.5,580,1,8,195,1
완벽한 공부법,모든 공부의 최고의 지침서,20170106,자기계발,19800,9,516,1,7,196,1
"멈추면, 비로소 보이는 것들(개정판)",혜민 스님과 함께하는 내 마음 다시보기,20170315,시/에세이,14800,9.4,320,0,15,197,1
네모아저씨의 페이퍼 블레이드(네모아저씨의 종이접기 놀이터 1),색종이 3장이면 멋진 팽이가 내 것!,20181214,어린이(초등),11500,9.8,128,0,15,198,1
떨림과 울림,물리학자 김상욱이 바라본 우주와 세계 그리고 우리,20181107,과학,15000,9.3,272,1,6,199,1
호밀밭의 파수꾼(세계문학전집 47),,20090120,소설,8000,9.5,286,0,8,200,1
How? 지동설을 밝힌 코페르니쿠스(위대한 실험관찰 만화)(양장본 HardCover),,20170420,어린이(초등),13000,0,172,0,19,0,0
좋은 전쟁이라는 신화(질문의 책 12),"미국의 제2차 세계대전, 전쟁의 추악한 진실",20170414,역사/문화,23000,8.5,432,1,11,0,0
청춘 극장. 1,누구나 청춘을 산다,20170314,만화,13000,10,320,0,8,0,0
위런 그래머 베이직(We Learn Grammar Basic),스피킹 리스닝 라이팅 리딩을 한 권에 끝내는 기초영문법,20170329,외국어,12900,7.9,272,0,10,0,0
주원홈트 맥시멈,군살까지 모조리 빼주는 스파르타 트레이닝,20170415,건강,13500,10,120,1,8,0,0
유럽 데이(Europe Day)(2017-2018)(개정판)(테라's 데이 시리즈 2),유럽 13개국 101개 도시 집중 가이드,20170330,여행,18500,0,736,0,5,0,0
디자인의 디자인(10주년 기념판)(한정판)(양장본 HardCover),,20170330,예술/대중문화,18000,9.2,272,1,8,0,0
신혼 살림법,"주말에 끝내는 살림살이 장만, 청소, 정리, 수납, 인테리어!",20170407,취미/실용/스포츠,15000,9.2,248,1,6,0,0
끝나지 않은 전쟁,최순실 국정농단 천 일의 추적기,20170410,정치/사회,15000,8.5,320,0,9,0,0
"사랑, 어쩌면 그게 전부",모든 사랑의 순간마다 함께할 마흔네 가지 사랑 이야기,20170330,시/에세이,15000,10,312,1,13,0,0
대한민국에 인사는 없다,"미생의 혁신, 광화문 500일 이야기",20170330,경제/경영,14000,10,272,0,12,0,0
CCM 피아노. 1(Joy쌤의 누구나 쉽게 치는),,20161130,종교,7000,10,96,0,10,0,0
동화 넘어 인문학,미운 오리 새끼도 행복한 어른을 꿈꾼다,20170410,인문,13000,10,300,1,9,0,0
"자네, 일은 재미있나?",하룻밤 만에 인생을 180도 바꾸는 변화의 메세지,20170403,자기계발,14000,5,220,1,12,0,0
강화도(나남 창작선 140),"심행일기
							
							
								|
								송호근 장편소설",20170405,소설,13800,9.4,296,0,3,0,0
김현 형법 객관식 500제(올라(Ola)),"경찰채용, 경찰승진, 경찰간부, 법원직, 검찰직",20170331,취업/수험서,23000,0,400,0,14,0,0
jQuery 프로그래밍 입문(Web Designer & 초보자를 위한),"매력적인 사용자 인터페이스를 쉽고 편리하게 만들기
							
							
								|
								'그냥 읽기만 하면 jQuery 프로그래밍의 노하우가 머릿속에 쏙쏙 들어온다!",20170430,컴퓨터/IT,23000,0,324,1,15,0,0
볼 포,메이저리그를 뒤흔든 어느 너클볼 투수의 고백,20170331,취미/실용/스포츠,25000,9,716,1,3,0,0
일본 게스트하우스 100,진짜 일본을 만나다,20170410,여행,14000,9.2,144,1,13,0,0
왕자에게는 독이 있다. 1,,20170515,만화,5000,9.2,198,1,14,0,0
리허설,,20170403,소설,14800,10,496,1,3,0,0
자존감 심리학,있는 그대로 살아도 괜찮아,20170410,인문,13000,8.8,240,1,7,0,0
"숨은 권력, 미디어(미래생각발전소 12)",,20170410,어린이(초등),12000,10,188,0,10,0,0
"스님, 절밥은 왜 그리도 맛이 좋습니까",요리사 박찬일의 순수 본류의 맛 기행,20170407,건강,16000,10,304,1,21,0,0
B급 정치,유머와 반전이 넘쳐흐르는 서민의 정치 에세이,20170407,정치/사회,15000,10,352,0,5,0,0
사랑받고 있어!,,20170313,시/에세이,15800,8.3,120,1,8,0,0
커피 드림(양장본 HardCover),"꿈꾸는 커피 회사, 이디야 이야기",20170403,경제/경영,14000,9.1,212,0,5,0,0
황현락 경찰 인적성 면접 대비시험문제(2017)(개정판),,20170410,취업/수험서,22000,0,408,0,20,0,0
딥 워크,"강렬한 몰입, 최고의 성과
							
							
								|
								일과 삶의 균형을 잡는 스마트한 업무법",20170401,자기계발,15000,8.5,268,1,4,0,0
CCM 피아노. 2(Joy쌤의 누구나 쉽게 치는),,20161231,종교,8000,9.6,108,0,10,0,0
정보보안기사 산업기사 실기 이론서 + 기출문제집(2017)(이기적 in)(전2권),,20170405,컴퓨터/IT,30000,2.5,720,0,26,0,0
블러드 레인 세트(전5권),,20170410,만화,60000,8.5,1424,0,9,0,0
절대 잊지 마,미셸 뷔시 장편소설,20170419,소설,14800,9.7,496,1,7,0,0
우리 학교 장독대(철수와영희 그림책 8)(양장본 HardCover),학교에서 쉽게 담그는 간장과 된장,20170415,어린이(초등),12000,0,44,0,9,0,0
치치레의 와글와글 동물 자수,소품 한쪽 얼굴 빼꼼,20170410,취미/실용/스포츠,15000,10,188,0,15,0,0
관찰과 위트(마크 트웨인의),,20170410,인문,18000,0,432,1,6,0,0
꿈꾸는 자가 오는도다(창세기 강해 4),,20170403,종교,12000,0,341,0,11,0,0
"혐오표현, 자유는 어떻게 해악이 되는가?",,20170406,정치/사회,18000,9.4,344,1,22,0,0
NCS 지역농협 6급 인적성 및 직무능력평가(2017)(개정판 7판),NH지역농협 지역축협 품목농협 채용시험 대비,20170908,취업/수험서,22000,6.3,710,0,24,0,0
암 50인의 용기,30년간 암 환자를 밀착 취재한 집념의 기록,20170327,시/에세이,16500,0,472,1,9,0,0
직장인을 위한 글쓰기의 모든 것,,20170401,자기계발,15000,9.2,288,1,17,0,0
풀 프루프,안전 시스템은 어떻게 똑똑한 바보를 만들었나,20170405,경제/경영,17000,10,408,1,5,0,0
GTQ 포토샵&일러스트 1급(이기적 in 환상의 콤비),,20170329,컴퓨터/IT,28000,8.9,664,0,15,0,0
어른의 의무,어른의 노력이 모든 것을 바꾼다,20170415,인문,11800,9.4,216,1,6,0,0
찾아오심,,20170416,종교,15000,10,296,0,4,0,0
"탄핵, 헌법으로 체크하다",Fact Check,20170405,정치/사회,16500,9.6,384,1,13,0,0
첫사랑은 블루(꿈꾸는돌 17),베키 앨버탤리 장편소설,20170403,소설,13000,8.7,350,1,7,0,0
보험심사역(기업보험심사역(ACIU))(2017)(한권으로 합격하기)(개정판),[공통부문]+[전문부문] 통합편,20170420,취업/수험서,32000,0,896,0,5,0,0
말괄량이의 인형옷 만들기,손바느질로 완성하는 베이비돌 옷과 소품,20170407,취미/실용/스포츠,22000,7.8,228,0,13,0,0
"엄마, 오늘도 사랑해(양장본 HardCover)",,20170405,시/에세이,13000,9.7,224,1,11,0,0
동영상과 실무 예제로 쉽게 배우는 포토샵 CC(CD1장포함),,20170410,컴퓨터/IT,18000,0,322,1,25,0,0
가상현실 개념사전(혼자 공부하는),VR도 모르면서 포켓몬을 잡는다고?,20170415,경제/경영,17000,9.5,296,1,9,0,0
다 리듬 때문이었어,삶을 바꾸는 리듬의 힘,20170415,자기계발,15000,0,304,1,10,0,0
생방송 한국사. 9: 핵심 용어,한국사능력검정시험부터 수능까지 한번에!,20170403,어린이(초등),12000,0,184,1,17,0,0
엄마 품에서 읽는 시편 & 아빠 품에서 드리는 기도 세트(보드북)(전2권),,20170331,종교,14500,0,30,0,31,0,0
좋은 대통령이 나쁜 대통령된다,,20170410,정치/사회,14000,0,235,1,16,0,0
셜록 홈즈 전집 핸드북 세트(전10권),,20170404,소설,29000,9.4,2976,1,15,0,0
국가란 무엇인가(개정신판),,20170123,인문,15000,9.4,334,1,8,0,0
펀드투자권유자문인력(2017)(epass),,20170331,취업/수험서,20000,0,550,0,10,0,0
책이 입은 옷(양장본 HardCover),,20170405,시/에세이,11500,9.8,120,0,7,0,0
아마존 웹 서비스(Amazon Web Services)(예제를 통해 쉽게 따라하는),,20170415,컴퓨터/IT,20000,10,271,1,9,0,0
보이지 않는 영향력(양장본 HardCover),대중은 왜 그런 선택을 했는가,20170324,경제/경영,16500,9.2,328,1,10,0,0
이럴 땐 도대체 뭐라고 말해야 하나요?,"직장, 가정, 사회에서 바로 통하는 결정적 대화 기술",20170407,자기계발,13000,10,212,1,21,0,0
생방송 한국사. 10: 기출 문제,한국사능력검정시험부터 수능까지 한번에!,20170403,어린이(초등),12000,7.5,184,1,18,0,0
우리가 무관심할 때 괴물은 깨어난다,정치 오타쿠 이작가의 직설 혹은 독설,20170410,정치/사회,15000,9,288,1,19,0,0
보노보노처럼 살다니 다행이야(윈터 에디션),,20170406,시/에세이,16000,9.2,320,1,15,0,0
증권투자권유자문인력(2017)(epass),최신 출제경향 분석,20170407,취업/수험서,24000,0,570,0,10,0,0
OAuth 2.0 마스터(acorn+PACKT 시리즈),OAuth 2.0 애플리케이션 개발을 위한 모든 것,20170405,컴퓨터/IT,25000,8.5,268,1,13,0,0
워런 버핏은 무엇을 사고 사지 않는가,대한민국 보통 투자자를 위한 워런 버핏 무조건 따라 하기,20170330,경제/경영,15000,10,248,0,20,0,0
말의 격,다보스포럼을 통해 본 글로벌 톱 리더들의 말하기,20170407,자기계발,13500,9.2,224,1,4,0,0
홍계월전(한국고전문학전집 19),,20170407,소설,12000,9.3,204,0,4,0,0
학교에서 오줌 싼 날(양장본 HardCover),,20170321,어린이(초등),10000,9.3,92,0,11,0,0
엄마는 내가 죽었으면 좋겠다고 말했다,,20170324,시/에세이,15000,9,370,1,20,0,0
악연,,20170411,소설,15000,10,320,0,2,0,0
재경관리사 핵심요약 및 문제풀이(2017),,20170410,취업/수험서,25000,10,700,0,17,0,0
엑셀 장인의 엑셀 2016 마스터링 북,,20170410,컴퓨터/IT,28000,10,648,0,21,0,0
소통,명품인간의 12가지 조건,20170327,자기계발,14000,0,236,0,2,0,0
절대 실패하지 않는 비즈니스의 비밀,당신은 고객의 마음을 제대로 읽고 있는가,20170403,경제/경영,15000,10,284,1,19,0,0
소문 바이러스(킨더랜드 이야기극장),,20170410,어린이(초등),11000,2.5,168,0,7,0,0
딱 한마디 과학사(천개의 지식 2),세상을 바꾼 과학자의 말,20170403,어린이(초등),11000,8.3,108,1,9,0,0
