도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
나미야 잡화점의 기적(양장본 HardCover),,20121219,소설,14800,9.3,456,1,11,9,1
넛지 : 똑똑한 선택을 이끄는 힘(양장본 HardCover),,20090422,경제/경영,15500,8.8,428,1,18,10,1
라틴어 수업(지적이고 아름다운 삶을 위한),,20190429,인문,15000,9.2,312,1,6,11,1
"명견만리: 정치, 생애, 직업, 탐구 편",지금까지 경험하지 못한 새로운 사회를 말하다,20170605,경제/경영,15800,9.6,304,1,22,12,1
나를 보내지마(모던 클래식 3),,20091120,소설,13000,9.1,399,1,7,13,1
사피엔스,유인원에서 사이보그까지 인간 역사의 대담하고 위대한 질문,20151124,인문,22000,9.3,636,1,4,14,1
사랑의 온도,착한 스프는 전화를 받지 않는다,20170918,소설,13000,8.7,256,0,6,15,1
원피스. 86: 사황 암살 작전,,20170926,만화,5000,8.7,208,1,17,16,1
호모 데우스,미래의 역사,20170519,인문,22000,9.3,630,1,6,17,1
좀비고등학교 코믹스. 3,,20171015,어린이(초등),9800,8.5,160,0,13,18,1
나의 문화유산답사기. 9: 서울편(1),만천명월 주인옹은 말한다,20170821,역사/문화,18500,9,440,0,18,19,1
보노보노처럼 살다니 다행이야(윈터 에디션),,20170406,시/에세이,16000,9.2,320,0,15,20,1
기사단장 죽이기. 1: 현현하는 이데아(양장본 HardCover),무라카미 하루키 장편소설,20170712,소설,16300,9.2,568,1,21,21,1
노르웨이의 숲(양장본 HardCover),,20170807,소설,15000,9.1,572,1,7,22,1
#너에게(스페셜 에디션),"너에게 보내는 편지, 완글",20170825,시/에세이,12800,9.3,272,1,4,23,1
어떻게 살 것인가,,20130313,인문,15000,9.2,342,1,9,24,1
미움받을 용기,자유롭고 행복한 삶을 위한 아들러의 가르침,20141117,인문,14900,9.2,336,1,7,25,1
힐빌리의 노래,위기의 가정과 문화에 대한 회고,20170904,시/에세이,14800,9.2,428,1,7,26,1
약간의 거리를 둔다,소노 아야코 에세이,20161020,시/에세이,9900,8.6,160,1,10,27,1
남한산성,김훈 장편소설,20170705,소설,16000,9.6,448,0,4,28,1
지적 대화를 위한 넓고 얕은 지식,"역사, 경제, 정치, 사회, 윤리 편",20170117,인문,16000,9.1,376,0,18,29,1
너의 췌장을 먹고 싶어(노블판),,20170401,소설,13800,9.5,328,0,12,30,1
지성만이 무기다,읽기에서 시작하는 어른들의 공부법,20170925,인문,14000,9,264,1,8,31,1
2019 부의 대절벽,피할 수 없는 거대한 붕괴가 시작된다,20170908,경제/경영,17000,7.9,388,1,11,32,1
"명견만리: 윤리, 기술, 중국, 교육 편",우리가 준비해야 할 미래의 기회를 말하다,20160921,경제/경영,15800,9.6,320,1,22,33,1
오직 두 사람,김영하 소설,20170525,소설,13000,9.2,272,1,7,34,1
OtvN 프리미엄 특강쇼 어쩌다 어른,,20170910,인문,15000,9.1,260,1,20,35,1
채식주의자,,20071030,소설,12000,8.7,247,0,5,36,1
"명견만리: 인구, 경제, 북한, 의료 편",향후 인류에게 가장 중요한 것들을 말하다,20160607,경제/경영,15800,9.5,296,1,22,37,1
아무것도 아닌 지금은 없다,,20170801,시/에세이,13000,9.4,240,1,14,38,1
엄마 반성문,전교 일등 남매 고교 자퇴 후 코칭 전문가 된 교장 선생님의 고백,20170901,가정/육아,14000,9.4,312,0,6,39,1
가면산장 살인사건(양장본 HardCover),,20140926,소설,14800,9.3,336,0,9,40,1
트렌드 코리아 2018(10주년 특별판),서울대 소비트렌드분석센터의 2018 전망,20171030,경제/경영,18000,8.3,460,1,12,41,1
모든 관계는 말투에서 시작된다(10만 부 기념 스페셜 에디션),기분 좋은 사람으로 기억되는 사소한 습관,20181101,자기계발,12800,8.5,200,1,16,42,1
인간 실격(세계문학전집 103),,20120410,소설,8000,9.3,192,1,5,43,1
횡설수설하지 않고 정확하게 설명하는 법,당신이 설명을 못하는 데는 사소한 이유가 있다,20170828,자기계발,13000,8.9,224,1,21,44,1
마법천자문. 40: 고와라! 고울 선,,20170926,어린이(초등),9800,9.2,168,0,20,45,1
거짓말을 먹는 나무,프랜시스 하딩 장편소설,20170908,소설,15000,8.5,544,1,10,46,1
청춘의 독서,세상을 바꾼 위험하고 위대한 생각들,20170707,인문,14800,9.4,328,1,6,47,1
비밀편지,누구에게나 아직 하지 못한 이야기가 있다,20170925,시/에세이,12000,9.3,228,1,4,48,1
스페셜솔져 코믹스. 6,,20170929,어린이(초등),9800,8.2,160,0,12,49,1
소년이 온다,한강 장편소설,20140519,소설,12000,9.6,216,0,6,50,1
설민석의 조선왕조실록,대한민국이 선택한 역사 이야기,20160720,역사/문화,22000,9.1,504,0,11,51,1
딸에 대하여(오늘의 젊은 작가 17)(양장본 HardCover),김혜진 장편소설,20170915,소설,13000,9.2,216,1,6,52,1
영어회화 100일의 기적,100일 후에는 나도 영어로 말한다!,20150525,외국어,13500,8.8,256,1,13,53,1
너의 췌장을 먹고 싶어,,20170401,소설,13800,9.3,328,1,12,54,1
잠. 1(양장본 HardCover),베르나르 베르베르 장편소설,20170608,소설,13800,9.3,336,1,4,55,1
해커스 토익 기출 보카(TOEIC VOCA),최신 기출 토익 어휘수록·영단어 30일 완성,20180810,외국어,12900,9.5,567,0,12,56,1
추리 천재 엉덩이 탐정. 4: 괴도 VS 탐정 대결 사건(양장본 HardCover),,20170830,어린이(초등),12000,9.2,88,0,31,57,1
히끄네 집(양장본 HardCover),고양이 히끄와 아부지의 제주 생활기,20171020,시/에세이,14800,9.7,215,0,5,58,1
디지털 노마드,직장 없이 자유롭게 돈 버는 사람들,20171009,경제/경영,15000,9.3,312,1,7,59,1
코스모스(보급판),,20100120,과학,18500,9.2,719,1,4,60,1
바깥은 여름,김애란 소설,20170628,소설,13000,9.2,272,1,6,61,1
레버리지,자본주의 속에 숨겨진 부의 비밀,20170508,경제/경영,15000,8.3,252,1,4,62,1
제4차 산업혁명(클라우스 슈밥의),,20160420,경제/경영,15000,8.8,300,1,8,63,1
최고의 휴식,마인드풀니스로 찾아낸 몸과 마음의 회복력,20170720,자기계발,14800,9.2,264,1,6,64,1
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주 시집,20150620,시/에세이,10000,9.2,184,0,11,65,1
교토에 다녀왔습니다,임경선 에세이,20170905,시/에세이,14800,9,272,1,10,66,1
기형도 전집,시 소설 산문 자료,19990302,시/에세이,18000,9.6,356,0,6,67,1
지적 대화를 위한 넓고 얕은 지식: 현실너머 편,"철학, 과학, 예술, 종교, 신비 편",20150204,인문,16000,9.4,376,0,26,68,1
주진우의 이명박 추격기,저수지를 찾아라,20170816,정치/사회,15000,8.9,272,1,12,69,1
완벽하지 않은 것들에 대한 사랑,온전한 나를 위한 혜민 스님의 따뜻한 응원,20160203,시/에세이,14800,9.5,296,1,17,70,1
대량살상 수학무기,어떻게 빅데이터는 불평등을 확산하고 민주주의를 위협하는가,20170921,정치/사회,16000,9.2,392,1,9,71,1
부의 추월차선,부자들이 말해 주지 않는 진정한 부를 얻는 방법,20130820,경제/경영,15000,8.9,392,1,7,72,1
5초의 법칙,당신을 시작하게 만드는 빠른 결정의 힘,20170901,자기계발,14000,9.3,328,1,6,73,1
청춘시대 시즌2 대본집(상),박연선 대본집,20171012,예술/대중문화,14000,7.9,404,1,12,74,1
어른아이로 산다는 것,,20170831,시/에세이,13500,9.5,352,1,11,75,1
그릿(Grit),"IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘",20161028,자기계발,16000,8.9,416,0,2,76,1
북유럽 신화,,20170626,역사/문화,14800,8.7,312,0,6,77,1
영어는 3단어로,내일 당장 대화가 되는 초간단 영어법,20170721,외국어,13500,9.3,276,1,8,78,1
Who? Special 이승엽(양장본 HardCover),,20170821,어린이(초등),12800,9.8,200,1,16,79,1
녹턴(모던 클래식 36),음악과 황혼에 대한 다섯 가지 이야기,20101112,소설,11000,9.1,257,1,2,80,1
일단 오늘은 나한테 잘합시다(행복한 고구마 에디션),어쩐지 의기양양 도대체 씨의 띄엄띄엄 인생 기술,20170925,시/에세이,13800,9.3,272,1,15,81,1
유시민의 글쓰기 특강,,20150410,인문,15000,9.5,292,1,11,82,1
설민석의 한국사 대모험. 4,"선사시대 편: 본격 부마 결정전, 온달 대 공갈",20170904,어린이(초등),10500,9.4,212,1,15,83,1
하이큐!!. 27,이어지는 기회,20171031,만화,5000,8.9,196,0,9,84,1
말 그릇(비울수록 사람을 더 채우는),,20170922,자기계발,15000,8.9,308,1,4,85,1
말투 하나 바꿨을 뿐인데,"일,사랑,관계가 술술 풀리는 40가지 심리 기술",20170317,자기계발,13000,8.2,216,1,13,86,1
"멈추면, 비로소 보이는 것들(개정판)",혜민 스님과 함께하는 내 마음 다시보기,20170315,시/에세이,14800,9.4,320,0,15,87,1
바다는 잘 있습니다(문학과지성 시인선 503),이병률 시집,20170920,시/에세이,9000,9.4,144,1,10,88,1
예언(양장본 HardCover),,20170710,소설,14800,8.8,376,1,2,89,1
임신 출산 육아 대백과(2019~2020)(개정판),술술 잘 읽히는 첫아기 잘 키우는 법,20190701,가정/육아,18500,9.6,410,0,12,90,1
참 소중한 너라서(있는 그대로),지금도 충분히 아름다운 당신에게,,,,9.1,0,0,9,91,1
해커스 신토익 리딩(Hackers TOEIC Reading),본 교재 무료 인강+무료 매월 토익 적중특강+토익정답 실시간 확인 서비스,20160321,외국어,18800,9.2,801,0,10,92,1
이기는 부동산 투자,시장과 정책에 흔들리지 않는 부동산 투자의 정석,20170915,경제/경영,16500,8,312,1,10,93,1
빨강머리 앤이 하는 말,아직 너무 늦지 않았을 우리에게,20160715,시/에세이,16000,9.3,336,1,12,94,1
주식투자 무작정 따라하기(개정판),70만 왕초보가 감동했다! 완벽한 투자 입문서!,20170102,경제/경영,16500,8.5,400,0,13,95,1
플랫폼 레볼루션,4차 산업혁명 시대를 지배할 플랫폼 비즈니스의 모든 것,20170609,경제/경영,22000,9.6,512,1,8,96,1
쿠키런 어드벤처. 23: 라오스 비엔티안,쿠키들의 신나는 세계여행,20170925,어린이(초등),9800,9.7,164,0,22,97,1
데미안(세계문학전집 44),,20090120,소설,8000,9.4,240,1,3,98,1
하늘과 바람과 별과 시(미니북)(초판본)(1955년 정음사 오리지널 표지디자인),,20170317,시/에세이,5500,9.6,192,0,12,99,1
용의자 X의 헌신(양장본 HardCover),,20170830,소설,16800,9.6,448,0,9,100,1
왜 나는 너를 사랑하는가(개정판)(양장본 HardCover),,20130115,소설,12000,9.1,278,1,13,101,1
쇼코의 미소,최은영 소설,20190620,소설,12000,9.5,296,1,6,102,1
신경 끄기의 기술,인생에서 가장 중요한 것만 남기는 힘,20171027,자기계발,15000,8.7,236,1,9,103,1
나를 지키며 일하는 법,,20170901,인문,12000,8.7,232,1,12,104,1
츠바키 문구점(양장본 HardCover),오가와 이토 장편소설,20170915,소설,14000,9.5,400,0,7,105,1
완벽한 공부법,모든 공부의 최고의 지침서,20170106,자기계발,19800,9,516,1,7,106,1
골목의 전쟁,소비시장은 어떻게 움직이는가,20171015,경제/경영,14800,9.5,288,1,6,107,1
운다고 달라지는 일은 아무것도 없겠지만(리커버),박준 산문,20170701,시/에세이,12000,9.1,192,1,21,108,1
국가란 무엇인가(개정신판),,20170123,인문,15000,9.4,334,1,8,109,1
예감은 틀리지 않는다(양장본 HardCover),줄리언 반스 장편소설,20120326,소설,12800,8.9,268,1,11,110,1
파묻힌 거인,가즈오 이시구로 장편소설,20150915,소설,14500,9.4,480,1,6,111,1
서울 부동산의 미래,부동산 투자의 완벽한 사용 설명서,20171026,경제/경영,16500,9.4,300,1,10,112,1
도구와 기계의 원리 Now(양장본 HardCover),그림으로 보는 재미있는 과학 원리,20170315,어린이(초등),38000,9.2,400,0,14,113,1
어쩌면 별들이 너의 슬픔을 가져갈지도 몰라(감성치유 라이팅북),김용택의 꼭 한번 필사하고 싶은 시,20150604,시/에세이,12800,9.4,280,0,23,114,1
착! 붙는 일본어 독학 첫걸음(CD1장포함),하루 한 시간 한 달 완성,20151015,외국어,14000,9.5,248,0,16,115,1
하버드 마지막 강의(양장본 HardCover),하버드는 졸업생에게 마지막으로 무엇을 가르칠까?,20170825,자기계발,12500,9.1,192,1,10,116,1
나를 사랑하지 못하는 나에게,있는 그대로의 내 모습을 인정하기 위한 자존감 훈련,20170810,인문,14000,8.8,224,1,15,117,1
위험한 비너스,히가시노 게이고 장편소설,20170630,소설,14800,9.2,488,0,7,118,1
도티&잠뜰: 마지막 던전(Sandbox Friends 코믹 시리즈 5),,20170925,어린이(초등),9500,9.7,160,0,13,119,1
해커스 신토익 리스닝(Hackers TOEIC Listening),받아쓰기&쉐도잉 프로그램ㅣ단어암기장(별책) 제공,20160321,외국어,18800,9.2,629,0,11,120,1
7년의 밤,정유정 장편소설,20160530,소설,14500,9.2,523,1,5,121,1
스물아홉 생일 1년 후 죽기로 결심했다,제1회 일본감동대상 대상 수상작,20120720,시/에세이,12800,9.2,235,0,21,122,1
꿀벌과 천둥(양장본 HardCover),온다 리쿠 장편소설,20170731,소설,17800,9.4,700,1,6,123,1
퇴사준비생의 도쿄,여행에서 찾은 비즈니스 인사이트,20170712,경제/경영,15800,9,336,1,9,124,1
언더그라운드 레일로드,콜슨 화이트헤드 장편 소설,20170901,소설,14000,8.8,348,1,11,125,1
여덟 단어,인생을 대하는 우리의 자세,20130520,인문,15000,9.4,237,1,5,126,1
나는 4시간만 일한다,디지털 노마드 시대 완전히 새로운 삶의 방식,20171020,자기계발,14800,8.7,368,1,11,127,1
유병재 농담집 블랙코미디,,20171030,시/에세이,13000,8.9,200,1,13,128,1
타인은 나를 모른다,관계로부터 편안해지는 법,20170925,시/에세이,9900,8.9,144,0,10,129,1
총 균 쇠,무기 병균 금속은 인류의 운명을 어떻게 바꿨는가,20051219,역사/문화,28000,9.1,751,0,5,130,1
사용빈도 1억 영어회화 표현(마유영어),원어민 99%가 매일같이 쓰는 역대 최강 회화 표현 컬렉션,20170520,외국어,13000,8.3,304,1,15,131,1
나에게 고맙다,"가장 흔한 말, 정작 나에게 하지 못한 인사",20160701,시/에세이,13800,9.3,272,1,7,132,1
"9등급 꼴찌, 1년 만에 통역사 된 비법",,20170410,자기계발,14000,8.7,280,0,22,133,1
사주 경영학,운을 놓치지 않는 사람들의 비밀,20171025,자기계발,16000,9.1,320,1,6,134,1
메모의 재발견,어제의 나를 변화시키는 작지만 강력한 메모의 힘,20170930,자기계발,13000,9.4,248,1,7,135,1
내 문장이 그렇게 이상한가요?,"내가 쓴 글, 내가 다듬는 법",20160124,인문,12000,9.3,204,1,16,136,1
나의 한국현대사,"1959-2014, 55년의 기록",20140710,역사/문화,18000,9,420,1,8,137,1
직업의 종말,불확실성의 시대 일의 미래를 준비하라,20170922,경제/경영,15000,9.5,264,1,6,138,1
매치메이커스,"4차 산업혁명 시대, 플랫폼 전쟁의 승리자들",20170823,경제/경영,17500,9.1,344,1,6,139,1
나를 변화시키는 좋은 습관,한국형 자기계발서 바이블,20170615,자기계발,14000,8.6,300,1,14,140,1
난생처음 재테크,카드뉴스로 보는 재테크의 핵심,20170920,경제/경영,18000,9,408,1,8,141,1
나는 가상화폐로 3달 만에 3억 벌었다,비트코인 이더리움 채굴기 실전투자 전략서,20170722,경제/경영,17000,8.6,272,0,21,142,1
낭만적 연애와 그 후의 일상(양장본 HardCover),알랭 드 보통 장편소설,20160825,소설,13500,9.1,300,1,15,143,1
영어책 한 권 외워봤니?,,20170111,자기계발,14000,9.1,292,0,13,144,1
한국의 젊은 부자들,무일푼에서 100억 원대 회사 만든 61인의 현재 진행형 성공기,20170508,경제/경영,15000,8.8,416,1,10,145,1
황제의 외동딸. 5(디앤씨웹툰),,20171027,만화,12800,9.9,248,0,10,146,1
미움받을 용기. 2,사랑과 진정한 자립에 대한 아들러의 가르침,20160502,인문,14900,9.4,320,0,10,147,1
못 참는 아이 욱하는 부모,,20160515,가정/육아,16800,8.7,344,1,14,148,1
불안이라는 위안,마음이 요동칠 때 되뇌는 다정한 주문,20170907,인문,14000,8.7,340,1,8,149,1
타이탄의 도구들(리커버 에디션),,20200309,자기계발,15000,9.2,367,1,8,150,1
잠깐만 회사 좀 관두고 올게(양장본 HardCover),,20160105,소설,12000,9.1,224,1,15,151,1
생산성,기업 제1의 존재 이유,20170922,경제/경영,15000,9.3,260,1,3,152,1
원피스 매거진 Vol. 2,연재20주년을 맞은 원피스를 다시 한번 제대로 즐긴다,20170930,만화,13000,8.5,152,0,14,153,1
데미안(초판본)(1919년 초판본 오리지널 표지 디자인)(양장본 HardCover),,20160627,소설,9800,9.7,276,1,3,154,1
해커스 토익 스타트 리딩(Hackers TOEIC Start Reading)(신토익 Edition)(3판),본 교재 무료 동영상강의 + 온라인 신토익 모의고사,20190116,외국어,14900,9.4,582,0,13,155,1
숨바꼭질(웅진 세계 그림책 166)(양장본 HardCover),,20170821,유아(0~7세),12000,9.6,40,0,4,156,1
설민석의 무도 한국사 특강(Human Special Lecture 2),,20140117,역사/문화,20000,9.5,420,0,14,157,1
매일 10분 기초 영문법의 기적,영어패턴이 보이고 영어회화가 된다!,20170413,외국어,12000,9.3,160,1,17,158,1
왕초보 영어회화 100일의 기적,100일 후에는 나도 영어로 말한다,20160501,외국어,12000,9.4,240,1,17,159,1
아 파리(A Paris),내가 꿈꾸던 게으른 시간,20170824,여행,17000,8.8,308,0,4,160,1
최강의 식사,인생을 바꾸는 실리콘밸리식 완전무결 2주 다이어트,20170616,건강,17000,9.1,368,1,6,161,1
언어 공부,16개 국어를 구사하는 통역사의 외국어 공부법,20170904,인문,15000,8.1,280,1,5,162,1
1천 권 독서법,"하루 한 권 3년, 내 삶을 바꾸는 독서의 기적",20170918,자기계발,14000,8.6,272,1,8,163,1
혼자 잘해주고 상처받지 마라,서운하고 속상한 마음을 들키지않으려고 애쓰는 당신을 위한 감정의 심리학,20161027,자기계발,15000,9.3,288,1,15,164,1
해커스 토익 700+ LC+RC(한 권으로 끝내는),신토익 출제유형 100% 반영,20191227,외국어,19500,9.4,596,0,17,165,1
백종원이 추천하는 집밥 메뉴 55(백종원이 추천하는 집밥 메뉴 3),,20170421,요리,9900,9.3,152,1,18,166,1
기린의 날개,,20170206,소설,16800,9.3,420,0,6,167,1
여행영어 100일의 기적,해외여행 준비 D-100 프로젝트,20170620,외국어,12000,9.2,272,1,13,168,1
어린왕자(초판본)(양장본 HardCover),1943년 오리지널 초판본 표지디자인,20160830,소설,9800,9.7,148,1,4,169,1
똑똑한 사람들의 멍청한 선택(양장본 HardCover),"결정적 1%, 사소하지만 치명적 허점을 공략하라",20160115,경제/경영,22000,9.2,628,1,15,170,1
내 안에 있는 나 아닌 나(마인드북 시리즈 3)(반양장),생각과잉 시대에 생각의 실체를 파헤친 마인드북,20170706,자기계발,14000,8.8,240,0,14,171,1
오두막(100쇄 특별판)(개정판),모든 순간으로부터 자유로워지는 곳,20170508,소설,13800,9.1,448,0,3,172,1
나는 왜 너를 사랑하는가(양장본 HardCover),,20160901,시/에세이,14000,9.1,96,0,13,173,1
수학도둑. 60: 창의편(코믹 메이플스토리),창의사고력 강화 수리논술력을 키워 주는 스토리텔링 수학의 선구자,20170920,어린이(초등),9500,9.9,176,0,13,174,1
종의 기원,정유정 장편소설,20160516,소설,13000,9.1,384,0,5,175,1
도시는 무엇으로 사는가,도시를 보는 열다섯 가지 인문적 시선,20150325,인문,15000,9.2,391,1,12,176,1
알사탕(그림책이 참 좋아 39)(양장본 HardCover),,20170325,유아(0~7세),12000,9.2,48,0,3,177,1
아홉 살 마음 사전,,20170310,어린이(초등),11000,9.6,168,0,10,178,1
왜 종교는 과학이 되려 하는가,창조론이 과학이 될 수 없는 16가지 이유,20170908,과학,7500,8.4,336,1,16,179,1
새벽의 연화. 23,,20170925,만화,4500,9.8,192,1,10,180,1
너에게 하고 싶은 말,"차마 하지 못했던, 미처 하지 못했던",20151211,시/에세이,13000,9.4,212,1,11,181,1
나는 나를 파괴할 권리가 있다(3판),,20100730,소설,9000,9,134,1,16,182,1
어쩌면 내가 가장 듣고 싶었던 말,"괜찮은 척, 아무렇지 않은 척했던 순간에도",20170203,시/에세이,14000,9.3,256,0,18,183,1
조용히 이기는 사람들,나서지 않지만 강한 사람들의 태도,20170808,자기계발,13000,7.7,220,1,11,184,1
태도에 관하여(양장본 HardCover),나를 살아가게 하는 가치들,20150330,시/에세이,12000,9.3,304,0,7,185,1
진격의 거인. 23,,20170925,만화,5000,9.5,192,1,10,186,1
너의 안부를 묻는 밤(민트 스페셜 에디션),지민석 유귀선 감성 에세이,20170523,시/에세이,13000,9.7,256,1,11,187,1
숨결이 바람 될 때(양장본 HardCover),서른여섯 젊은 의사의 마지막 순간,20160822,시/에세이,14000,9.4,284,1,10,188,1
무작정 따라하기 후쿠오카(2017-2018),테마와 코스 정보가 2배 분리형 가이드북,20170802,여행,17800,9.7,616,0,13,189,1
이기적 유전자(개정판),,20100810,과학,18000,8.9,540,0,7,190,1
비하인드 도어,B. A. 패리스 장편소설,20170623,소설,14000,9,324,1,7,191,1
내가 말해 줄게요,강주은의 소통법,20170825,시/에세이,13800,9.5,416,0,9,192,1
돈이 없을수록 서울의 아파트를 사라,아직 서울에 살 만한 아파트가 남아 있다,20170721,경제/경영,16000,8.2,288,1,19,193,1
참을 수 없는 존재의 가벼움(세계문학전집 234),,20091224,소설,11000,9.3,484,0,15,194,1
정재승의 과학 콘서트(개정증보판),복잡한 세상 명쾌한 과학,20110707,과학,13500,8.8,360,0,11,195,1
ETS TOEIC(토익) Test 공식종합서 LC,출제기관 독점 공개,20160506,외국어,19800,9.4,744,0,9,196,1
해커스 토익스피킹(토스) Start(2주 만에 끝내는)(개정판),신유형 완벽 반영 토스 Level 6 이상 달성 비법서,20150424,외국어,19800,9,550,0,9,197,1
무작정 따라하기 오사카 교토(2017-2018),고베 나라 와카야마,20170615,여행,18800,9.4,864,0,15,198,1
최고들의 일머리 법칙,글로벌 엘리트들에게 혼나면서 배운 성공 일습관,20170726,자기계발,14800,9,300,1,11,199,1
당신은 개를 키우면 안 된다,혼내지 않고 혼나지 않아도 되는 반려견 교육서,20140530,취미/실용/스포츠,13800,9.6,294,0,15,200,1
언어의 온도(3주년 150만부 기념 에디션),말과 글에는 나름의 따뜻함과 차가움이 있다,20160819,시/에세이,13800,8.8,308,1,6,1,1
트렌드 코리아 2018(10주년 특별판),서울대 소비트렌드분석센터의 2018 전망,20171030,경제/경영,18000,8.3,460,1,12,2,1
신경 끄기의 기술,인생에서 가장 중요한 것만 남기는 힘,20171027,자기계발,15000,8.7,236,1,9,3,1
82년생 김지영(오늘의 젊은 작가 13)(양장본 HardCover),조남주 장편소설,20161014,소설,13000,8.9,192,1,8,4,1
엄마의 자존감 공부,천 번을 미안해도 나는 엄마다,20171110,자기계발,16000,8.8,304,1,10,5,1
말의 품격,말과 사람과 품격에 대한 생각들,20190318,인문,14500,8.7,232,1,5,6,1
"나, 있는 그대로 참 좋다(몽글몽글 에디션)",자신이 얼마나 아름다운지 모르는 나에게 필요한 마음 주문,20170922,시/에세이,13800,9,264,1,14,7,1
남아 있는 나날(모던 클래식 34),,20140128,소설,13000,9,310,1,8,8,1
나미야 잡화점의 기적(양장본 HardCover),,20121219,소설,14800,9.3,456,1,11,9,1
유병재 농담집 블랙코미디,,20171030,시/에세이,13000,8.9,200,1,13,10,1
넛지 : 똑똑한 선택을 이끄는 힘(양장본 HardCover),,20090422,경제/경영,15500,8.8,428,1,18,11,1
자존감 수업,하루에 하나 나를 사랑하게 되는 자존감 회복 훈련,20160901,인문,14000,9.2,304,1,6,12,1
나는 나로 살기로 했다,,20200316,시/에세이,13800,9,288,1,12,13,1
너의 췌장을 먹고 싶어(노블판),,20170401,소설,13800,9.5,328,0,12,14,1
라틴어 수업(지적이고 아름다운 삶을 위한),,20190429,인문,15000,9.2,312,1,6,15,1
운을 읽는 변호사,1만 명 의뢰인의 삶을 분석한 결과,20171023,자기계발,13800,8.9,246,1,9,16,1
OtvN 프리미엄 특강쇼 어쩌다 어른,,20170910,인문,15000,9.1,260,1,20,17,1
운다고 달라지는 일은 아무것도 없겠지만(리커버),박준 산문,20170701,시/에세이,12000,9.1,192,1,21,18,1
살인자의 기억법,김영하 장편소설,20130725,소설,10000,9.1,176,1,8,19,1
어떻게 살 것인가,,20130313,인문,15000,9.2,342,1,9,20,1
나를 보내지마(모던 클래식 3),,20091120,소설,13000,9.1,399,1,7,21,1
횡설수설하지 않고 정확하게 설명하는 법,당신이 설명을 못하는 데는 사소한 이유가 있다,20170828,자기계발,13000,8.9,224,1,21,22,1
서울 부동산의 미래,부동산 투자의 완벽한 사용 설명서,20171026,경제/경영,16500,9.4,300,1,10,23,1
나의 문화유산답사기. 9: 서울편(1),만천명월 주인옹은 말한다,20170821,역사/문화,18500,9,440,0,18,24,1
사피엔스,유인원에서 사이보그까지 인간 역사의 대담하고 위대한 질문,20151124,인문,22000,9.3,636,1,4,25,1
도시는 무엇으로 사는가,도시를 보는 열다섯 가지 인문적 시선,20150325,인문,15000,9.2,391,1,12,26,1
미움받을 용기,자유롭고 행복한 삶을 위한 아들러의 가르침,20141117,인문,14900,9.2,336,1,7,27,1
지적 대화를 위한 넓고 얕은 지식,"역사, 경제, 정치, 사회, 윤리 편",20170117,인문,16000,9.1,376,0,18,28,1
"명견만리: 정치, 생애, 직업, 탐구 편",지금까지 경험하지 못한 새로운 사회를 말하다,20170605,경제/경영,15800,9.6,304,1,22,29,1
옵션 B,"역경에 맞서고, 회복탄력성을 키우며, 삶의 기쁨을 찾는 법",20171105,자기계발,16000,8.6,304,1,4,30,1
호모 데우스,미래의 역사,20170519,인문,22000,9.3,630,1,6,31,1
너의 췌장을 먹고 싶어,,20170401,소설,13800,9.3,328,1,12,32,1
기사단장 죽이기. 1: 현현하는 이데아(양장본 HardCover),무라카미 하루키 장편소설,20170712,소설,16300,9.2,568,1,21,33,1
약간의 거리를 둔다,소노 아야코 에세이,20161020,시/에세이,9900,8.6,160,1,10,34,1
노르웨이의 숲(양장본 HardCover),,20170807,소설,15000,9.1,572,1,7,35,1
보노보노처럼 살다니 다행이야(윈터 에디션),,20170406,시/에세이,16000,9.2,320,0,15,36,1
딸에 대하여(오늘의 젊은 작가 17)(양장본 HardCover),김혜진 장편소설,20170915,소설,13000,9.2,216,1,6,37,1
나는 4시간만 일한다,디지털 노마드 시대 완전히 새로운 삶의 방식,20171020,자기계발,14800,8.7,368,1,11,38,1
오리진. 1,,20171123,소설,13000,9.1,372,0,6,39,1
"늘 그렇듯, 네가 좋으면 나도 좋아",,20171112,시/에세이,15000,9.3,296,1,19,40,1
일단 오늘은 나한테 잘합시다(행복한 고구마 에디션),어쩐지 의기양양 도대체 씨의 띄엄띄엄 인생 기술,20170925,시/에세이,13800,9.3,272,1,15,41,1
해커스 토익 기출 보카(TOEIC VOCA),최신 기출 토익 어휘수록·영단어 30일 완성,20180810,외국어,12900,9.5,567,0,12,42,1
가면산장 살인사건(양장본 HardCover),,20140926,소설,14800,9.3,336,0,9,43,1
부의 추월차선,부자들이 말해 주지 않는 진정한 부를 얻는 방법,20130820,경제/경영,15000,8.9,392,1,7,44,1
모든 관계는 말투에서 시작된다(10만 부 기념 스페셜 에디션),기분 좋은 사람으로 기억되는 사소한 습관,20181101,자기계발,12800,8.5,200,1,16,45,1
명탐정 코난. 93,,20171030,만화,4500,8.9,150,0,10,46,1
현남 오빠에게,페미니즘 소설,20171115,소설,14000,9,284,1,7,47,1
히끄네 집(양장본 HardCover),고양이 히끄와 아부지의 제주 생활기,20171020,시/에세이,14800,9.7,215,0,5,48,1
영어회화 100일의 기적,100일 후에는 나도 영어로 말한다!,20150525,외국어,13500,8.8,256,1,13,49,1
