도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
해커스 토익 스타트 리스닝(Hackers TOEIC Start Listening)(신토익 Edition),"온라인 신토익 모의고사, 받아쓰기&쉐도잉 프로그램",20190130,외국어,14900,9.4,584,0,14,124,1
카카오프렌즈 과학탐정단. 1: 로봇(미스터리 과학 학습만화),,20190724,어린이(초등),12000,9.7,160,0,19,125,1
"대변동: 위기, 선택, 변화",무엇을 선택하고 어떻게 변화할 것인가,20190610,인문,24800,9.3,600,1,15,126,1
시절일기,우리가 함께 지나온 밤,20190722,시/에세이,15000,9.6,336,0,4,127,1
내게 무해한 사람,최은영 소설,20190620,소설,13500,9.2,325,1,9,128,1
종의 기원(드디어 다윈 1)(양장본 HardCover),,20190731,과학,22000,9.7,656,0,5,129,1
열두 발자국,생각의 모험으로 지성의 숲으로 지도 밖의 세계로 이끄는 열두 번의 강의,20180702,인문,16800,9,400,1,6,130,1
세계사를 바꾼 13가지 식물,,20190808,역사/문화,16500,9.2,296,1,15,131,1
연애 백문백답(전2권),,20190220,시/에세이,13000,8.8,176,0,7,132,1
기적의 말하기 영단어 1000(무료 MP3 파일),20일 만에 네이티브와 수다 떨 수 있는,20190212,외국어,9000,9.2,348,0,16,133,1
노예의 길(자유주의시리즈 71),사회주의 계획경제의 진실,20180420,정치/사회,15000,9.4,328,0,5,134,1
최강 몬스터왕,판타지계의 제왕은 누구인가,20190722,어린이(초등),12000,9.2,144,0,7,135,1
네모아저씨의 페이퍼 블레이드. 2: 레볼루션(네모아저씨의 종이접기 놀이터 03),,20190809,어린이(초등),11500,9.7,152,0,24,136,1
좀비고등학교 코믹스. 14,,20190825,어린이(초등),9800,9.4,160,0,14,137,1
곰브리치 세계사(예일대 특별판)(양장본 HardCover),,20190605,역사/문화,23000,9.6,440,0,8,138,1
좌파가 장악한 대한민국,,20190702,정치/사회,9900,9.4,270,1,12,139,1
미국 영어 회화 문법 2: 동사와 시제(MP3 다운로드),틀리게 배우고 사용도 못하는 이들을 위한 영어회화 문법 지행합일 처방,20190225,외국어,16000,9.5,292,1,21,140,1
자신감,단 한걸음의 차이,20190610,자기계발,14800,9.8,212,0,3,141,1
데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션)(양장본 HardCover),,20171030,소설,12000,9.6,248,1,3,142,1
검사내전,"생활형 검사의 사람 공부, 세상 공부",20180119,정치/사회,15000,8.5,384,1,4,143,1
말의 품격,말과 사람과 품격에 대한 생각들,20190318,인문,14500,8.7,232,1,5,144,1
어느 날 갑자기 공황이 찾아왔다,"최신 뇌 연구를 통한 불안, 공황 극복법",20190710,인문,13000,8.8,236,1,17,145,1
해커스 토익스피킹(토스) Start(2주 만에 끝내는)(개정판 4판),스피킹 초보를 위한 필수 학습서,20200106,외국어,19800,9.4,552,0,9,146,1
너라는 계절,김지훈 이야기 산문집,20190724,시/에세이,17800,9.5,495,1,6,147,1
마법천자문. 45: 마구마구 탐해라! 욕심 욕(개정판),,20200520,어린이(초등),12000,9.7,1,1,25,148,1
해커스 토익 700+ LC+RC(한 권으로 끝내는),신토익 출제유형 100% 반영,20191227,외국어,19500,9.4,596,0,17,149,1
내일은 실험왕. 47: 감염과 전염병,본격 대결 과학실험 만화,20190813,어린이(초등),12800,9.5,168,0,20,150,1
수미네 반찬. 2,김수미표 는둥만둥 레시피북,20190410,요리,17000,9.6,280,1,9,151,1
세상에서 제일 재밌는 종이접기(세상에서 제일 시리즈),색종이 한 장이면 장난감 뚝딱!,20180824,가정/육아,14000,9.7,252,0,16,152,1
ETS 토익기출 공식종합서 RC,출제기관 독점제공,20181106,외국어,19800,9.4,760,1,17,153,1
평소의 발견,"카피라이터 유병욱이 말하는 평소의 관찰, 메모, 음악, 밑줄",20190805,인문,14000,9.2,280,1,6,154,1
우리가 빛의 속도로 갈 수 없다면(양장본 HardCover),김초엽 소설,20190624,소설,14000,9.4,330,1,18,155,1
소년이 온다,한강 장편소설,20140519,소설,12000,9.6,216,0,6,156,1
수축사회,성장 신화를 버려야 미래가 보인다,20181210,경제/경영,18000,9.5,388,1,4,157,1
이런 사람 만나지 마세요,지식생태학자 유영만 교수의 관계 에세이,20190812,시/에세이,13800,9.5,252,1,13,158,1
타인의 시선을 의식해 힘든 나에게,,20190419,시/에세이,13000,9.3,184,1,18,159,1
나는 유튜브로 영어를 배웠다,영어 에듀테이너 날라리데이브가 알려주는 영어 공부법,20190626,자기계발,14900,9.5,236,1,15,160,1
데미안(세계문학전집 44),,20090120,소설,8000,9.4,240,1,3,161,1
아가씨와 밤,기욤 뮈소 장편소설,20181126,소설,14500,9.4,404,1,6,162,1
여자를 위한 사장수업,"교과서도, 정답도 없는 사장의 길을 가는 당신에게",20190819,자기계발,14800,9.1,316,1,11,163,1
Who? Special 손흥민(아시안 게임 금메달 기념 한정판)(양장본 HardCover),,20181015,어린이(초등),12800,9.6,180,1,16,164,1
해커스 보카(Hackers Vocabulary)(개정판 2판),토플/IELTS/텝스/공무원/SAT/특목고,20150701,외국어,16900,9.3,366,0,6,165,1
왕초보 영어회화 10분의 기적: 기초패턴으로 말하기(해커스톡),미국인이 가장 많이 쓰는 표현으로 원어민처럼 말하기 | 무료 해설강의/MP3,20181005,외국어,11900,9.6,237,1,28,166,1
ETS 토익기출 공식종합서 LC,출제기관 독점제공,20181106,외국어,19800,9.7,660,1,17,167,1
돈 공부는 처음이라,0원부터 시작하는 난생처음 부자 수업,20190222,경제/경영,16000,9.1,344,1,10,168,1
나는 어른이 되어서도 가끔 울었다(스페셜 에디션),홀로 외로운 그 밤 당신의 곁을 지켜줄 투에고의 공감 에세이,20190517,시/에세이,14000,9.4,256,1,18,169,1
쇼코의 미소,최은영 소설,20190620,소설,12000,9.5,296,1,6,170,1
말 그릇(비울수록 사람을 더 채우는),,20170922,자기계발,15000,8.9,308,1,4,171,1
지적 대화를 위한 넓고 얕은 지식: 현실너머 편,"철학, 과학, 예술, 종교, 신비 편",20150204,인문,16000,9.4,376,0,26,172,1
해커스 토익스피킹(토스) Level. 7 8(2주 만에 끝내는)(개정판 3판),토스 정기 시험과 동일한 출제유형 반영,20190731,외국어,19800,9.7,472,0,9,173,1
당신을 응원하는 누군가,미화의 그림 에세이,20131115,시/에세이,11500,9.4,239,1,12,174,1
어른답게 삽시다,미운 백 살이 되고 싶지 않은 어른들을 위하여,20190808,시/에세이,14000,9.8,248,1,8,175,1
좋은지 나쁜지 누가 아는가,,20190311,시/에세이,15000,9.7,256,1,14,176,1
세계사를 바꾼 12가지 신소재,문명의 기반이 된 ‘철’부터 미래를 이끌 ‘메타물질’까지!,20190625,역사/문화,16000,9.5,280,1,16,177,1
마블 어벤져스 엔드게임 캐릭터 슈퍼 도감,,20190425,어린이(초등),9500,9,92,0,22,178,1
알사탕(그림책이 참 좋아 39)(양장본 HardCover),,20170325,유아(0~7세),12000,9.2,48,0,3,179,1
부동산 상식사전,"전ㆍ월세, 내집, 상가, 토지, 경매까지 처음 만나는 부동산의 모든 것",20190130,경제/경영,17500,9.5,580,1,8,180,1
수미네 반찬,김수미표 요만치 레시피북,20181030,요리,17000,9.3,264,1,6,181,1
당신의 마음을 안아줄게요,김지훈 에세이,20190222,시/에세이,15800,9.1,507,1,13,182,1
다크호스,성공의 표준 공식을 깨는 비범한 승자들의 원칙,20190807,인문,18000,9.7,396,1,4,183,1
브랜드가 되어 간다는 것,"나는 하루 한 번, [나]라는 브랜드를 만난다",20190402,경제/경영,15000,9.4,280,0,13,184,1
라틴어 수업(지적이고 아름다운 삶을 위한),,20190429,인문,15000,9.2,312,1,6,185,1
한 단어의 힘(내가 선명해지는),,20190722,자기계발,16000,8.7,392,1,7,186,1
초예측(양장본 HardCover),세계 석학 8인에게 인류의 미래를 묻다,20190208,인문,15000,9,232,1,3,187,1
일본 제국 패망사(걸작 논픽션 17)(양장본 HardCover),태평양전쟁 1936~1945,20190812,역사/문화,58000,8.9,1400,1,9,188,1
하버드 100년 전통 말하기 수업,인생을 바꾸는 말하기 불변의 법칙,20190403,자기계발,14800,9.7,366,1,18,189,1
일 잘하는 사람은 단순하게 합니다,,20190322,자기계발,15000,9.3,316,1,18,190,1
엄마의 말하기 연습,화내지 않고 상처 주지 않고 진심을 전하는,20180226,가정/육아,14800,8.5,280,1,10,191,1
설민석의 무도 한국사 특강(개정판),인물 사건 문화유산,20190129,역사/문화,22000,9.6,433,1,14,192,1
수박 수영장(양장본 HardCover),안녕달 그림책,20150727,유아(0~7세),12000,9.6,52,0,6,193,1
기괴하고 요상한 귀신딱지. 1(양장본 HardCover),,20190730,어린이(초등),13500,9.5,140,0,16,194,1
글의 품격,삶이 곧 하나의 문장이다,20190529,인문,14500,8.9,252,1,5,195,1
국화와 칼,일본 문화의 틀,20190825,역사/문화,12000,9.7,416,1,5,196,1
그릿(100쇄 기념 리커버 에디션),"IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘",20190220,자기계발,16000,9.5,416,1,2,197,1
백종원이 추천하는 집밥 메뉴 56(백종원이 추천하는 집밥 메뉴 4),,20190620,요리,10900,9.5,144,0,18,198,1
자기혁명 독서법,뭐라도 해야 했던 사람에서 뭐든 하는 사람으로,20190722,자기계발,15800,9.4,296,1,8,199,1
1일 1짠 돈 습관,밥 먹듯 저축하는 ‘작은 부자’들의 재테크 생활,20190730,경제/경영,16000,9.4,284,1,10,200,1
더 해빙(The Having)(양장본 HardCover),부와 행운을 끌어당기는 힘,20200301,자기계발,16000,9,344,1,4,1,1
애쓰지 않고 편안하게,,20200514,시/에세이,15000,9,296,1,11,2,1
돈의 속성,최상위 부자가 말하는 돈에 대한 모든 것,20200615,경제/경영,16800,9.2,283,1,5,3,1
기억. 1(양장본 HardCover),베르나르 베르베르 장편소설,20200530,소설,14800,9.2,400,1,5,4,1
보통의 언어들(나를 숨 쉬게 하는)(양장본 HardCover),,20200527,시/에세이,14500,8.9,268,1,7,5,1
코로나 이후의 세계,블룸버그 선정 세계 1위 미래학자 제이슨 솅커의 미래예측,20200530,경제/경영,14800,8.7,200,1,10,6,1
코로나 투자 전쟁,전 세계 금융 역사 이래 최대의 유동성,20200525,경제/경영,16800,9.6,312,1,9,7,1
룬샷,"전쟁, 질병, 불황의 위기를 승리로 이끄는 설계의 힘",20200427,경제/경영,18000,9.2,468,1,2,8,1
제11회 젊은작가상 수상작품집(2020),,20200408,소설,5500,9,376,0,16,9,1
내가 원하는 것을 나도 모를 때(여름 특별판),잃어버린 나를 찾는 인생의 문장들,20200108,인문,16000,9,320,1,17,10,1
아몬드(양장본 HardCover),손원평 장편소설,20170331,소설,12000,9.3,263,0,3,11,1
1cm 다이빙(썸머 캣 에디션),"현실에서 딱 1cm 벗어나는 행복을 찾아, 일센티 다이빙",20200121,시/에세이,13500,8.9,248,1,7,12,1
"시선으로부터,",정세랑 장편소설,20200605,소설,14000,9.6,340,1,7,13,1
성숙한 어른이 갖춰야 할 좋은 심리 습관,하버드대 심리학 박사가 권하는 매일 3분 습관,20200511,자기계발,15000,9.2,280,1,22,14,1
언컨택트,더 많은 연결을 위한 새로운 시대 진화 코드,20200420,경제/경영,18000,8.7,312,1,4,15,1
존리의 부자되기 습관(10만부 기념 리커버 한정판)(양장본 HardCover),대한민국 경제독립 액션 플랜,20200115,경제/경영,15000,8.9,216,1,11,16,1
지리의 힘,"지리는 어떻게 개인의 운명을, 세계사를, 세계 경제를 좌우하는가",20160810,정치/사회,17000,9.1,368,1,5,17,1
오래 준비해온 대답,김영하의 시칠리아,20200429,시/에세이,16500,9.3,300,1,10,18,1
주식투자 무작정 따라하기(2020)(개정판),100만 왕초보가 감동한 최고의 주식투자 입문서,20200110,경제/경영,18000,9,420,1,13,19,1
나는 나로 살기로 했다,,20200316,시/에세이,13800,9,288,1,12,20,1
해커스 토익 기출 보카 TOEIC VOCA(개정판 5판),주제별 연상암기로 토익 영단어 30일 완성!,20200305,외국어,12900,9.6,566,0,23,21,1
Butterfly(양장본 HardCover),GRAPHIC LYRICS Vol. 5,20200630,시/에세이,20900,9.9,44,0,9,22,1
하버드 상위 1퍼센트의 비밀,신호를 차단하고 깊이 몰입하라,20181017,자기계발,16000,9.2,324,1,15,23,1
흔한남매. 4(양장본 HardCover),,20200326,어린이(초등),12000,9.2,172,0,7,24,1
통찰과 역설,본질을 알면 모순이 보인다,20200620,자기계발,16800,8.9,336,1,6,25,1
"파타고니아, 파도가 칠 때는 서핑을","지구가 목적, 사업은 수단 인사이드 파타고니아",20200430,경제/경영,19800,9.7,424,1,19,26,1
달 너머로 달리는 말,김훈 장편소설,20200615,소설,14000,9.1,272,1,11,27,1
소년이 온다(특별한정판)(양장본 HardCover),한강 장편소설,20200424,소설,13000,9.6,216,0,6,28,1
데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션)(양장본 HardCover),,20171030,소설,12000,9.6,248,1,3,29,1
코로나 사피엔스(양장본 HardCover),"문명의 대전환, 대한민국 대표 석학 6인이 신인류의 미래를 말한다",20200610,인문,15000,8.3,200,1,8,30,1
흔한남매 안 흔한 일기. 2(양장본 HardCover),,20200526,어린이(초등),12000,9.2,136,0,15,31,1
녹나무의 파수꾼(양장본 HardCover),,20200317,소설,17800,9.4,556,1,8,32,1
철도원 삼대,황석영 장편소설,20200605,소설,20000,9.4,620,1,6,33,1
좋은 말씀,법정 스님 법문집,20200430,시/에세이,17000,9.9,392,1,5,34,1
공간이 만든 공간,새로운 생각은 어떻게 만들어지는가,20200501,인문,16500,9.4,416,1,9,35,1
A Supplementary Story : You Never Walk Alone(양장본 HardCover),GRAPHIC LYRICS Vol. 1,20200630,시/에세이,19900,9.9,40,0,44,36,1
지적 대화를 위한 넓고 얕은 지식: 제로 편,지혜를 찾아 138억 년을 달리는 시간 여행서,20191224,인문,19800,9.2,556,1,24,37,1
총 균 쇠,무기 병균 금속은 인류의 운명을 어떻게 바꿨는가,20051219,역사/문화,28000,9.1,751,0,5,38,1
Save ME(양장본 HardCover),GRAPHIC LYRICS Vol. 2,20200630,시/에세이,24900,10,66,0,7,39,1
데일 카네기 인간관계론,,20191007,자기계발,11500,9.6,352,1,12,40,1
죽은 자의 집 청소(양장본 HardCover),죽음 언저리에서 행하는 특별한 서비스,20200530,시/에세이,13800,9.4,252,1,10,41,1
부자 아빠 가난한 아빠. 1(20주년 특별 기념판)(개정증보판),,20180222,경제/경영,15800,9.1,448,1,15,42,1
사람에 대한 예의,,20200605,인문,15000,9.2,324,1,9,43,1
일 잘하는 사람은 단순하게 말합니다,,20200518,자기계발,16500,9.3,424,1,19,44,1
House Of Cards(양장본 HardCover),GRAPHIC LYRICS Vol. 3,20200630,시/에세이,19900,10,40,0,14,45,1
RUN(양장본 HardCover),GRAPHIC LYRICS Vol. 4,20200630,시/에세이,22900,10,44,0,3,46,1
맛있게 살 빠지는 고단백 저탄수화물 다이어트 레시피,,20200528,요리,17500,9.8,276,1,28,47,1
지쳤거나 좋아하는 게 없거나,,20190904,시/에세이,13500,8.5,248,1,15,48,1
마법천자문. 48: 늘 생각하다! 생각 념,,20200520,어린이(초등),12000,9.4,164,1,23,49,1
현명한 투자자(개정판 4판),벤저민 그레이엄 직접 쓴 마지막 개정판,20200526,경제/경영,23000,9.7,432,1,7,50,1
혼자 사니 좋다,,20200518,시/에세이,14900,8.3,264,0,8,51,1
당신이 옳다(교보문고 단독 리커버)(찰스 장 아트 에디션),정혜신의 적정심리학,20181010,인문,15800,9.2,316,1,6,52,1
우리가 빛의 속도로 갈 수 없다면(양장본 HardCover),김초엽 소설,20190624,소설,14000,9.4,330,1,18,53,1
사피엔스,유인원에서 사이보그까지 인간 역사의 대담하고 위대한 질문,20151124,인문,22000,9.3,636,1,4,54,1
설민석의 책 읽어드립니다,세상의 모든 책썸 남녀를 위하여,20200518,인문,15000,9.6,212,0,13,55,1
재무제표 모르면 주식투자 절대로 하지마라(스타강사 사경인 회계사의)(개정판),증권가 일타강사 사경인 회계사가 알려주는 재무제표 바이블,20200110,경제/경영,19800,9.1,360,1,22,56,1
Go Go 카카오프렌즈. 14: 그리스,세계 역사 문화 체험 학습만화,20200520,어린이(초등),12000,9.7,176,0,21,57,1
방구석 미술관(10만 부 기념 스페셜 에디션),오르세 미술관,20200505,예술/대중문화,16800,9.4,344,1,7,58,1
부의 추월차선,부자들이 말해 주지 않는 진정한 부를 얻는 방법,20130820,경제/경영,15000,8.9,392,1,7,59,1
팩트풀니스(양장본 HardCover),우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유,20190310,인문,19800,9.5,474,1,5,60,1
푸름아빠 거울육아,엄마의 감정을 거울처럼 비추는 아이,20200603,가정/육아,16800,8.9,380,1,9,61,1
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주 시집,20150620,시/에세이,10000,9.2,184,0,11,62,1
페스트(세계문학전집 267),,20110403,소설,13000,9.4,508,1,3,63,1
영양의 비밀,동물에게 배우는 최상의 건강관리 비법,20200610,건강,25800,9.4,672,1,6,64,1
타인의 해석,당신이 모르는 사람을 만났을 때,20200323,자기계발,18500,8.4,472,1,6,65,1
코스모스(보급판),,20100120,과학,18500,9.2,719,1,4,66,1
나에게 주는 최고의 선물 자존감,내안에 감춰진 위대함을 찾기 위한 안내서,20200610,자기계발,14800,9.6,280,0,17,67,1
장군이네 떡집(만복이네 떡집 2)(난 책읽기가 좋아 시리즈)(양장본 HardCover),만복이네 떡집 2,20200429,어린이(초등),9500,9.8,84,0,7,68,1
나는 누구인가,최서원 옥중 회오기,20200608,시/에세이,15000,7.5,280,0,7,69,1
해커스 토익 RC 리딩(Reading)(2020)(개정판 8판),"토익 리딩의 기본서, 문법/독해/어휘에서 실전까지",20200302,외국어,18800,9.5,800,0,12,70,1
지적 대화를 위한 넓고 얕은 지식. 1,한 권으로 현실 세계를 통달하는 지식 여행서,20200205,인문,16000,9.2,388,1,21,71,1
돈과 사람을 끌어당기는 부자의 말센스,한 달 만에 매출 30배 올린 주하효과의 비밀!,20200429,자기계발,15000,9.7,276,1,20,72,1
읽기만 하면 내 것이 되는 1페이지 한국사 365,,20200617,역사/문화,16500,9.1,384,0,27,73,1
당근 유치원(양장본 HardCover),안녕달 그림책,20200522,유아(0~7세),13000,9.2,48,0,6,74,1
마음을 읽는 아이 오로르,,20200228,소설,15000,9.8,240,0,13,75,1
봉제인형 살인사건,,20171020,소설,15000,9.1,400,1,9,76,1
타이탄의 도구들(리커버 에디션),,20200309,자기계발,15000,9.2,367,1,8,77,1
나미야 잡화점의 기적(양장본 HardCover),,20121219,소설,14800,9.3,456,1,11,78,1
마켓컬리 인사이트,스케일을 뛰어넘는 디테일로 시장을 장악하는 방식,20200520,경제/경영,18000,9.5,300,1,9,79,1
일을 잘 맡긴다는것(CEO의 서재 23),"리더가 일 잘하는 것은 쓸모없고, 일 잘 맡기는 것이 중요하다",20200519,경제/경영,16000,9,228,1,10,80,1
딸에게 보내는 심리학 편지(10만 부 기념 스페셜 에디션),30년 동안 미처 하지 못했던 그러나 꼭 해 주고 싶은 이야기들,20200128,인문,16000,9.4,336,1,14,81,1
설민석의 한국사 대모험. 13(반양장),역사의 진실 편: 뒤바뀐 역사를 되돌려라!,20200323,어린이(초등),12000,9.6,200,1,16,82,1
자본과 이데올로기(양장본 HardCover),,20200527,정치/사회,38000,9.4,1297,1,9,83,1
나의 문화유산답사기 중국편. 3: 실크로드의 오아시스 도시(양장본 HardCover),불타는 사막에 피어난 꽃,20200615,역사/문화,20000,9.6,432,0,32,84,1
한동안 머물다 밖으로 나가고 싶다,,20200603,시/에세이,13800,9.8,216,0,18,85,1
설민석의 조선왕조실록,대한민국이 선택한 역사 이야기,20160720,역사/문화,22000,9.1,504,0,11,86,1
이야기의 탄생,뇌과학으로 풀어내는 매혹적인 스토리의 원칙,20200515,인문,16000,9.8,336,1,7,87,1
원피스. 96,삶아야 마땅히 오뎅이로다,20200603,만화,5000,9.2,192,0,7,88,1
디즈니만이 하는 것,CEO 밥 아이거가 직접 쓴 디즈니 제국의 비밀,20200504,경제/경영,19800,9.7,416,1,10,89,1
사람은 어떻게 생각하고 배우고 기억하는가,하버드 최고의 뇌과학 강의,20200320,자기계발,17000,9.5,400,0,22,90,1
소원 떡집(만복이네 떡집 3)(난 책읽기가 좋아 시리즈)(양장본 HardCover),만복이네 떡집 3,20200429,어린이(초등),9500,9.7,84,0,5,91,1
사랑한다고 상처를 허락하지 말 것,나를 잃지 않고 관계를 단단하게 지켜나가기 위해,20200417,시/에세이,14500,9.5,268,0,18,92,1
디플레 전쟁,,20200424,경제/경영,17500,9.2,332,1,6,93,1
이미 어쩔 수 없는 힘듦이 내게 찾아왔다면,,20200324,시/에세이,13500,8.6,216,0,23,94,1
2050 거주불능 지구,한계치를 넘어 종말로 치닫는 21세기 기후재난 시나리오,20200422,정치/사회,19800,9.1,424,1,12,95,1
"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",,20191030,인문,16000,9.4,392,1,29,96,1
여행의 이유,김영하 산문,20190417,시/에세이,13500,9.3,216,1,6,97,1
어린이 수수께끼(읽으면서 바로 써먹는)(맛있는 공부 31),,20200520,어린이(초등),12000,9.4,256,0,8,98,1
룬의 아이들 데모닉. 1(양장본 HardCover),전민희 장편 판타지,20200612,소설,15500,10,472,0,13,99,1
해커스 토익 LC 리스닝(Listening) (2020)(개정판 8판),"2020 최신개정판, 토익 리스닝의 기본서, 토익 LC 기본에서 실전까지",20200318,외국어,18800,9.7,626,0,13,100,1
이기적 유전자(40주년 기념판),,20181020,과학,20000,9.3,632,1,7,101,1
아내를 모자로 착각한 남자(개정판)(양장본 HardCover),,20160817,과학,18500,9.2,396,1,14,102,1
만복이네 떡집(난 책읽기가 좋아 3단계 54),,20100528,어린이(초등),8500,9.7,52,0,7,103,1
돌이킬 수 없는 약속,,20170202,소설,15000,8.6,380,1,11,104,1
부의 선택,부를 끌어당기는 17가지 행동,20200515,자기계발,15000,9.8,336,0,5,105,1
선량한 차별주의자,,20190717,정치/사회,15000,8.7,244,0,9,106,1
영어회화 이디엄(미국적인 너무나 미국적인),,20200103,외국어,15000,9.6,336,1,8,107,1
포스트 코로나,우리는 무엇을 준비할 것인가,20200515,경제/경영,18000,9.1,360,1,7,108,1
수상한 화장실(북멘토 가치동화 38),,20200327,어린이(초등),11500,9.5,204,0,7,109,1
초예측 부의 미래(양장본 HardCover),세계 석학 5인이 말하는 기술 자본 문명의 대전환,20200420,인문,15000,8.8,200,1,9,110,1
설민석의 삼국지. 1,"누구나 쉽게 시작하고, 모두가 빠져드는 이야기",20190717,인문,22000,9.3,440,0,11,111,1
어느 날 공주가 되어버렸다. 4,,20200703,만화,14000,9.3,280,0,17,112,1
신기하게 영어 뇌가 만들어지는 영문법(12만 유튜버 지후쌤의),,20200610,외국어,15000,9.9,400,1,20,113,1
진짜 부자 가짜 부자,사경인 회계사의 부자 되는 돈 공부,20200417,경제/경영,17000,9.2,344,1,11,114,1
선물주는산타의 주식투자 시크릿,8천만 원 종잣돈으로 124배의 수익을 올린 투자 고수가 되기까지,20200416,경제/경영,16000,9.5,276,1,16,115,1
플레인 센스,지식의 경계를 누비는 경이로운 비행 인문학,20200601,인문,18500,9.9,384,1,6,116,1
부의 인문학,슈퍼리치의 서재에서 찾아낸 부자의 길,20191004,경제/경영,15000,8.7,294,1,6,117,1
하쿠바산장 살인사건(양장본 HardCover),,20200427,소설,15800,9.4,376,1,10,118,1
뉴턴의 아틀리에,"과학과 예술, 두 시선의 다양한 관계 맺기",20200420,인문,19000,9.3,440,1,8,119,1
백년운동,척추 관절 아프지 않게 100세까지 운동하는 방법,20191031,건강,19500,9.8,484,0,4,120,1
열두 살에 부자가 된 키라(꿈을 이루게 도와주는 자기경영 동화 1)(양장본 HardCover),,20141023,어린이(초등),13000,9.7,245,0,14,121,1
멋진 신세계,,20150612,소설,13800,9.5,400,1,6,122,1
내가 죽으면 장례식에 누가 와줄까(너나들이 리커버 에디션),,20200116,시/에세이,15000,9.6,252,1,18,123,1
모순(양장본 HardCover),양귀자 장편소설,20130401,소설,13000,9.7,308,0,2,124,1
에이트(양장본 HardCover),인공지능에게 대체되지 않는 나를 만드는 법,20191021,자기계발,17000,8.4,308,1,3,125,1
백반기행(식객 허영만의),식객이 뽑은 진짜 맛집 200,20200514,여행,17000,7.9,352,0,4,126,1
시작의 기술(양장본 HardCover),침대에 누워 걱정만 하는 게으른 완벽주의자를 위한 7가지 무기,20190417,자기계발,16000,9.2,227,1,6,127,1
임신 출산 육아 대백과(2019~2020)(개정판),술술 잘 읽히는 첫아기 잘 키우는 법,20190701,가정/육아,18500,9.6,410,0,12,128,1
아홉 살 마음 사전,,20170310,어린이(초등),11000,9.6,168,0,10,129,1
언어의 온도(3주년 150만부 기념 에디션),말과 글에는 나름의 따뜻함과 차가움이 있다,20160819,시/에세이,13800,8.8,308,1,6,130,1
석세스 에이징,노화의 잠재력을 끌어올리는 뇌과학의 힘,20200515,인문,23000,9,648,1,7,131,1
수박 수영장(양장본 HardCover),안녕달 그림책,20150727,유아(0~7세),12000,9.6,52,0,6,132,1
나이듦에 관하여,나이듦을 재정의하고 의료 서비스를 혁신하여 우리 삶을 재구상하다,20200205,정치/사회,28000,9.5,844,1,8,133,1
해커스 토익 스타트 리딩(Reading) RC(2020)(개정판 4판),초보를 위한 토익 입문서,20200220,외국어,14900,9.5,580,0,13,134,1
아주 작은 습관의 힘,최고의 변화는 어떻게 만들어지는가,20190226,자기계발,16000,9.4,360,1,11,135,1
이윤기의 그리스 로마 신화(특별합본판)(양장본 HardCover),,20200501,역사/문화,39800,9.6,1200,0,14,136,1
부자의 언어,어떻게 살아야 부자가 되는지 묻는 아들에게,20200325,경제/경영,16800,9.7,396,1,6,137,1
못 참는 아이 욱하는 부모,,20160515,가정/육아,16800,8.7,344,1,14,138,1
추리 천재 엉덩이 탐정. 9: 세 마리 행운 고양이 사건,,20200115,어린이(초등),12000,9.2,88,0,31,139,1
이상한 과자 가게 전천당. 1(양장본 HardCover),,20190705,어린이(초등),12000,9.6,148,0,16,140,1
기록의 쓸모,마케터의 영감노트,20200521,경제/경영,15000,9,272,0,6,141,1
"그리스 로마 신화. 17: 페가수스를 길들인 영웅, 벨레로폰테스(만화로 읽는 초등 인문학)(양장본 HardCover",,20200617,어린이(초등),12000,9.9,196,1,35,142,1
12가지 인생의 법칙,혼돈의 해독제,20181030,인문,16800,9,552,1,11,143,1
체리새우: 비밀글입니다(문학동네청소년 42),제9회 문학동네청소년문학상 대상 수상작,20190128,소설,11500,9.7,200,1,12,144,1
결정적 한마디가 삶의 철학이 된다,세계사에 담긴 스토리텔링,20200425,역사/문화,19800,9.6,496,0,18,145,1
마음의 결,결을 따라 풀어낸 당신의 마음 이야기,20190508,시/에세이,13800,9.3,264,0,5,146,1
이상하고 자유로운 할머니가 되고 싶어(리커버 산책 에디션),무루의 어른을 위한 그림책 읽기,20200512,시/에세이,14000,9.8,216,1,20,147,1
나를 사랑하는 연습,,20200102,자기계발,14000,9.4,266,1,10,148,1
why? 세균과 바이러스(양장본 HardCover),,20200410,어린이(초등),12800,9.8,164,0,13,149,1
루팡의 딸,,20190925,소설,15000,9.3,310,1,5,150,1
데미안(세계문학전집 44),,20090120,소설,8000,9.4,240,1,3,151,1
언제나 길은 있다(양장본 HardCover),삶의 목적과 방향을 발견하는 법,20200604,자기계발,16800,9.6,208,0,9,152,1
이유가 많으니 그냥이라고 할 수밖에,묘생 9회차 고양이의 인간 상담소,20200423,시/에세이,13500,9.7,188,0,19,153,1
지적 대화를 위한 넓고 얕은 지식. 2,한 권으로 현실 세계를 통달하는 지식 여행서,20200205,인문,16000,9.4,334,1,21,154,1
